employee_id,department,role,monthly_income,years_at_company,job_satisfaction,overtime,attrition_risk,performance_rating,education
738,Operations,Procurement Specialist,4213,9,3,Sí,Medio,4,Licenciatura
739,Investigación,Research Analyst,8815,19,5,Sí,Medio,3,Maestría
740,Ingeniería,Data Scientist,3453,3,3,Sí,Medio,4,Secundaria
741,Investigación,Bioinformático,5392,10,2,No,Medio,5,Licenciatura
742,Marketing,Market Research Analyst,5550,4,5,Sí,Medio,2,Maestría
743,Operations,Logistics Coordinator,6781,6,2,No,Medio,3,Doctorado
744,Finanzas,Controller,7739,11,2,No,Medio,2,Maestría
745,Ingeniería,Frontend Developer,4493,2,3,No,Medio,4,Licenciatura
746,Marketing,Market Research Analyst,5012,16,2,Sí,Alto,4,Licenciatura
747,Marketing,Market Research Analyst,7198,15,4,No,Bajo,3,Maestría
748,Investigación,Científico de Datos,8891,5,5,Sí,Medio,4,Doctorado
749,Finanzas,CFO Adjunto,6937,13,4,Sí,Medio,3,Maestría
750,Ventas,Channel Sales Manager,4796,13,2,No,Medio,4,Licenciatura
751,Soporte,Service Desk Analyst,5397,13,2,Sí,Alto,4,Maestría
752,Soporte,Líder de Soporte,6623,10,3,Sí,Medio,2,Doctorado
753,TI,Network Engineer,5645,13,2,Sí,Alto,4,Licenciatura
754,Marketing,Gerente de Marketing,2619,1,4,Sí,Alto,2,Secundaria
755,Legal,IP Attorney,6791,18,3,No,Bajo,3,Licenciatura
756,Ingeniería,Frontend Developer,6066,17,5,No,Bajo,5,Licenciatura
757,Legal,Paralegal,7911,8,4,Sí,Medio,3,Maestría
758,Operations,Supervisor de Operaciones,3661,5,3,Sí,Medio,2,Licenciatura
759,Finanzas,Analista Financiero,4602,6,4,Sí,Medio,4,Licenciatura
760,Marketing,Content Manager,6828,14,4,No,Bajo,5,Maestría
761,TI,Cloud Architect,6257,19,3,Sí,Medio,2,Licenciatura
762,RRHH,HR Analyst,4077,9,4,Sí,Medio,3,Secundaria
763,Soporte,Escalation Engineer,4044,8,4,Sí,Medio,3,Licenciatura
764,RRHH,Analista de RRHH,7125,3,1,Sí,Alto,5,Doctorado
765,Operations,Procurement Specialist,4779,16,4,Sí,Medio,3,Licenciatura
766,RRHH,Talent Acquisition Lead,8013,20,4,Sí,Medio,4,Maestría
767,Ventas,Technical Pre-Sales,6166,10,3,No,Bajo,5,Maestría
768,Ventas,Enterprise Sales Rep,5577,18,3,Sí,Medio,4,Licenciatura
769,Marketing,Brand Manager,2761,4,4,Sí,Medio,3,Secundaria
770,Ingeniería,Desarrollador Junior,6750,10,3,Sí,Medio,3,Maestría
771,Investigación,Científico de Datos,4418,2,4,Sí,Medio,2,Licenciatura
772,Marketing,Social Media Manager,6578,11,3,No,Bajo,4,Maestría
773,Soporte,Desktop Support,6053,11,5,Sí,Medio,3,Maestría
774,Marketing,Content Manager,5360,16,5,Sí,Medio,3,Licenciatura
775,Operations,Operations Manager,4094,12,3,Sí,Medio,3,Licenciatura
776,Soporte,Help Desk Analyst,3788,19,3,Sí,Medio,2,Secundaria
777,Investigación,Laboratory Technician,5801,11,4,Sí,Medio,4,Licenciatura
778,Operations,Logistics Coordinator,6663,18,2,Sí,Alto,4,Maestría
779,Investigación,Research Analyst,8871,15,5,No,Bajo,3,Maestría
780,TI,Network Engineer,11000,19,5,Sí,Medio,5,Doctorado
781,TI,Administrador de Sistemas,4705,16,4,Sí,Medio,4,Secundaria
782,Ventas,Business Development,3950,3,4,Sí,Medio,3,Licenciatura
783,Marketing,Gerente de Marketing,4697,8,2,Sí,Alto,3,Licenciatura
784,Operations,Supervisor de Operaciones,3177,15,5,Sí,Medio,3,Sin título formal
785,Soporte,Technical Writer,4033,1,4,Sí,Medio,3,Maestría
786,Finanzas,Revenue Analyst,6959,7,4,Sí,Medio,3,Maestría
787,Ingeniería,Machine Learning Engineer,10385,12,4,Sí,Medio,3,Doctorado
788,RRHH,Learning & Development Specialist,5361,3,2,Sí,Alto,3,Maestría
789,Legal,Abogado Corporativo,9823,19,3,Sí,Medio,5,Maestría
790,Legal,IP Attorney,4130,2,3,Sí,Medio,3,Licenciatura
791,Legal,Senior Counsel,8976,16,4,No,Bajo,4,Maestría
792,Ventas,Inside Sales Rep,9510,15,2,Sí,Alto,5,Doctorado
793,Finanzas,Analista Financiero,4775,9,5,Sí,Medio,4,Licenciatura
794,Ingeniería,QA Engineer,5866,18,4,Sí,Medio,3,Licenciatura
795,Ingeniería,QA Engineer,4331,1,3,Sí,Medio,4,Licenciatura
796,Soporte,Technical Writer,6105,17,3,No,Bajo,4,Maestría
797,Finanzas,CFO Adjunto,6649,8,5,No,Bajo,3,Maestría
798,Finanzas,Internal Auditor,4402,20,4,Sí,Medio,3,Sin título formal
799,RRHH,Learning & Development Specialist,6315,6,4,Sí,Medio,3,Maestría
800,Soporte,Help Desk Analyst,3794,2,5,No,Medio,3,Licenciatura
801,Investigación,Lab Manager,4410,18,5,No,Bajo,4,Sin título formal
802,Investigación,Bioinformático,6407,18,4,No,Bajo,3,Licenciatura
803,Finanzas,Revenue Analyst,8558,19,4,No,Bajo,2,Maestría
804,Legal,Abogado Corporativo,6206,13,3,Sí,Medio,2,Licenciatura
805,Ingeniería,SRE Engineer,9128,19,3,Sí,Medio,2,Maestría
806,Investigación,Científico de Datos,3434,13,4,Sí,Medio,4,Sin título formal
807,Legal,Abogado Corporativo,11000,12,3,No,Bajo,3,Doctorado
808,Finanzas,Treasury Analyst,6054,15,3,Sí,Medio,5,Licenciatura
809,TI,IT Manager,6219,14,2,No,Medio,3,Licenciatura
810,Investigación,Lab Manager,3394,3,2,No,Alto,3,Sin título formal
811,Finanzas,Controller,5760,15,3,Sí,Medio,4,Licenciatura
812,Finanzas,Revenue Analyst,6467,18,3,No,Bajo,4,Licenciatura
813,RRHH,Director de RRHH,4561,16,3,Sí,Medio,4,Licenciatura
814,Marketing,Especialista Digital,3835,9,5,No,Bajo,2,Licenciatura
815,Soporte,Technical Writer,5944,9,3,No,Bajo,4,Maestría
816,Ingeniería,QA Engineer,4177,2,3,Sí,Medio,5,Licenciatura
817,RRHH,HR Analyst,3644,9,3,No,Bajo,3,Licenciatura
818,Legal,IP Attorney,11000,17,4,Sí,Medio,3,Doctorado
819,Ventas,Enterprise Sales Rep,8091,18,4,No,Bajo,3,Maestría
820,Soporte,Líder de Soporte,5376,12,1,Sí,Alto,4,Maestría
821,Soporte,Technical Writer,3582,6,5,Sí,Medio,4,Licenciatura
822,Legal,Senior Counsel,9785,17,3,Sí,Medio,5,Maestría
823,Ventas,Sales Representative,9513,16,4,No,Bajo,5,Doctorado
824,Operations,Distribution Manager,6249,11,4,Sí,Medio,1,Maestría
825,Ventas,Inside Sales Rep,3952,5,5,Sí,Medio,3,Licenciatura
826,Ventas,Account Executive,4337,16,1,No,Medio,2,Secundaria
827,Legal,Senior Counsel,4165,4,1,No,Medio,2,Secundaria
828,Ventas,Enterprise Sales Rep,4303,7,4,Sí,Medio,1,Licenciatura
829,RRHH,Director de RRHH,8586,12,4,No,Bajo,3,Doctorado
830,Operations,Analista de Operaciones,5245,19,4,Sí,Medio,4,Licenciatura
831,Finanzas,CFO Adjunto,11000,18,3,Sí,Medio,4,Doctorado
832,Investigación,Bioinformático,6939,6,4,No,Bajo,2,Maestría
833,Soporte,Quality Assurance,4068,17,3,Sí,Medio,3,Licenciatura
834,Legal,Paralegal,6229,12,4,No,Bajo,2,Licenciatura
835,Soporte,Technical Writer,3658,10,5,No,Bajo,3,Licenciatura
836,Legal,Compliance Officer,6059,14,5,Sí,Medio,5,Licenciatura
837,Investigación,Bioinformático,5822,16,4,Sí,Medio,2,Licenciatura
838,TI,Security Analyst,6941,4,2,Sí,Alto,5,Maestría
839,Soporte,Desktop Support,5941,13,4,Sí,Medio,4,Maestría
840,Operations,Procurement Specialist,6569,13,4,No,Bajo,4,Maestría
841,TI,IT Manager,5007,5,4,No,Bajo,4,Licenciatura
842,RRHH,Analista de RRHH,3668,2,4,Sí,Medio,1,Licenciatura
843,RRHH,Compensation Analyst,6181,11,4,Sí,Medio,4,Maestría
844,Legal,Compliance Officer,7959,7,4,No,Bajo,4,Maestría
845,Finanzas,Cost Accountant,6002,18,3,Sí,Medio,5,Licenciatura
846,TI,IT Manager,5816,13,3,No,Bajo,2,Licenciatura
847,Legal,IP Attorney,10401,10,4,Sí,Medio,4,Doctorado
848,Ventas,Enterprise Sales Rep,7709,18,4,No,Bajo,4,Maestría
849,Legal,Abogado Corporativo,6267,16,5,No,Bajo,3,Licenciatura
850,Ingeniería,SRE Engineer,4192,12,4,No,Bajo,4,Secundaria
851,Soporte,Quality Assurance,3959,12,3,No,Bajo,3,Licenciatura
852,Finanzas,Revenue Analyst,4250,3,2,No,Medio,3,Licenciatura
853,Legal,Legal Secretary,4922,14,4,No,Bajo,5,Secundaria
854,TI,Security Analyst,5164,4,2,No,Medio,4,Licenciatura
855,Soporte,Technical Writer,3743,11,3,Sí,Medio,4,Licenciatura
856,Ventas,Channel Sales Manager,4257,9,3,Sí,Medio,4,Licenciatura
857,Marketing,Market Research Analyst,5140,3,4,Sí,Medio,4,Maestría
858,TI,Network Engineer,4447,3,4,No,Bajo,3,Licenciatura
859,Legal,Legal Secretary,5848,13,4,No,Bajo,3,Licenciatura
860,Ingeniería,Data Scientist,6552,6,3,No,Bajo,5,Maestría
861,Investigación,Bioinformático,11000,18,2,No,Medio,3,Doctorado
862,Investigación,Research Analyst,5176,10,3,No,Bajo,5,Licenciatura
863,Ventas,Technical Pre-Sales,5163,14,3,No,Bajo,4,Licenciatura
864,TI,Network Engineer,4695,7,3,Sí,Medio,4,Licenciatura
865,Investigación,Laboratory Technician,8328,14,2,No,Medio,3,Maestría
866,Finanzas,Budget Analyst,6424,6,5,Sí,Medio,4,Maestría
867,Ingeniería,Desarrollador Junior,7664,3,5,No,Bajo,3,Doctorado
868,Soporte,Líder de Soporte,3062,5,2,Sí,Alto,4,Licenciatura
869,Ventas,Channel Sales Manager,7720,19,4,No,Bajo,4,Maestría
870,Soporte,Service Desk Analyst,7683,13,5,Sí,Medio,3,Doctorado
871,Ventas,Sales Representative,3943,9,2,No,Medio,4,Licenciatura
872,Ventas,Regional Sales Director,7726,16,5,Sí,Medio,5,Maestría
873,RRHH,HR Analyst,5298,12,4,No,Bajo,4,Licenciatura
874,Ingeniería,Platform Engineer,9372,8,4,No,Bajo,3,Doctorado
875,Soporte,Líder de Soporte,4767,8,3,No,Bajo,5,Maestría
876,Finanzas,Budget Analyst,5198,8,3,No,Bajo,5,Licenciatura
877,Investigación,Bioinformático,10873,14,4,Sí,Medio,4,Doctorado
878,TI,Cloud Architect,6841,4,4,Sí,Medio,4,Maestría
879,Soporte,Quality Assurance,6477,18,2,No,Medio,4,Maestría
880,Investigación,Research Analyst,4018,7,3,No,Bajo,2,Secundaria
881,RRHH,HR Business Partner,3893,5,4,No,Bajo,4,Licenciatura
882,Finanzas,CFO Adjunto,7061,11,3,No,Bajo,3,Maestría
883,RRHH,Compensation Analyst,9759,19,4,Sí,Medio,4,Doctorado
884,Marketing,Content Manager,2854,7,4,No,Medio,3,Sin título formal
885,TI,Security Analyst,7077,5,4,Sí,Medio,1,Maestría
886,Legal,Compliance Officer,9015,15,2,No,Medio,4,Maestría
887,Marketing,Brand Manager,5480,16,4,No,Bajo,5,Licenciatura
888,Finanzas,Financial Analyst,5898,14,1,Sí,Alto,5,Licenciatura
889,Marketing,Market Research Analyst,3878,8,2,No,Medio,3,Licenciatura
890,Soporte,Quality Assurance,5692,13,4,No,Bajo,3,Maestría
891,Ventas,Channel Sales Manager,3448,11,4,Sí,Medio,4,Secundaria
892,Operations,Supervisor de Operaciones,3856,17,3,No,Bajo,3,Secundaria
893,Soporte,Help Desk Analyst,2938,18,4,Sí,Medio,5,Sin título formal
894,Investigación,Research Analyst,6123,17,2,No,Medio,2,Licenciatura
895,Ingeniería,DevOps Engineer,5331,9,5,No,Bajo,4,Licenciatura
896,Finanzas,Cost Accountant,4434,6,4,No,Bajo,4,Licenciatura
897,RRHH,Workforce Planning Analyst,8991,15,3,Sí,Medio,3,Doctorado
898,RRHH,Employee Relations Manager,5014,16,3,Sí,Medio,5,Licenciatura
899,Legal,Compliance Officer,4995,4,5,Sí,Medio,3,Licenciatura
900,RRHH,Workforce Planning Analyst,7551,19,4,Sí,Medio,5,Maestría
901,Legal,Senior Counsel,4820,3,5,Sí,Medio,1,Licenciatura
902,Ventas,Account Manager,3472,4,2,No,Alto,2,Licenciatura
903,Investigación,Laboratory Technician,7450,9,4,Sí,Medio,3,Maestría
904,Operations,Logistics Coordinator,3418,2,3,No,Medio,2,Licenciatura
905,Ventas,Channel Sales Manager,3185,13,5,Sí,Medio,5,Sin título formal
906,Ventas,Ejecutivo de Ventas,7781,6,4,No,Bajo,3,Doctorado
907,RRHH,Recruiter,5057,14,3,No,Bajo,2,Licenciatura
908,Soporte,Escalation Engineer,4082,15,4,No,Bajo,4,Licenciatura
909,TI,Arquitecto de Software,7871,12,1,Sí,Alto,3,Maestría
910,Investigación,Research Analyst,6912,5,4,No,Bajo,4,Maestría
911,Ventas,Sales Manager,3546,3,4,No,Bajo,3,Licenciatura
912,Marketing,Content Strategist,6206,19,4,Sí,Medio,5,Licenciatura
913,Legal,Abogado Corporativo,5745,14,4,Sí,Medio,3,Licenciatura
914,Operations,Analista de Operaciones,4740,1,4,Sí,Medio,3,Maestría
915,RRHH,Compensation Analyst,3589,14,4,No,Bajo,3,Secundaria
916,Finanzas,Treasury Analyst,3558,6,3,Sí,Medio,4,Sin título formal
917,Operations,Procurement Specialist,6520,4,2,No,Medio,3,Doctorado
918,Investigación,Laboratory Technician,9433,20,3,No,Bajo,4,Maestría
919,Operations,Supply Chain Analyst,6393,13,3,No,Bajo,4,Maestría
920,Marketing,Especialista Digital,4029,5,3,Sí,Medio,4,Licenciatura
921,Legal,Paralegal,6282,15,2,Sí,Alto,3,Licenciatura
922,Investigación,Laboratory Technician,5999,15,3,Sí,Medio,4,Licenciatura
923,TI,Administrador de Sistemas,5282,4,4,No,Bajo,4,Licenciatura
924,Legal,Legal Secretary,4790,13,4,No,Bajo,4,Secundaria
925,Investigación,Research Analyst,8678,17,2,Sí,Alto,5,Maestría
926,TI,IT Manager,6843,20,3,No,Bajo,3,Licenciatura
927,RRHH,Director de RRHH,6700,16,4,No,Bajo,4,Maestría
928,Operations,Operations Manager,4230,10,5,No,Bajo,4,Licenciatura
929,Soporte,Technical Writer,4914,6,4,Sí,Medio,2,Maestría
930,Marketing,Gerente de Marketing,5977,4,5,No,Bajo,4,Maestría
931,Marketing,SEO Specialist,5254,1,2,No,Alto,4,Maestría
932,Legal,Abogado Corporativo,8121,11,2,No,Medio,3,Maestría
933,Legal,Paralegal,5881,11,4,No,Bajo,5,Licenciatura
934,Legal,Senior Counsel,6114,2,4,No,Medio,5,Maestría
935,Ventas,Account Executive,8039,20,2,Sí,Alto,4,Maestría
936,Marketing,Marketing Analyst,4380,10,4,No,Bajo,4,Licenciatura
937,Ventas,Sales Representative,6794,11,5,Sí,Medio,4,Maestría
938,Ingeniería,Full Stack Developer,11000,16,3,No,Bajo,3,Doctorado
939,Finanzas,Treasury Analyst,7655,14,4,No,Bajo,4,Maestría
940,Marketing,Gerente de Marketing,6794,14,5,No,Bajo,5,Maestría
941,Legal,IP Attorney,4532,1,4,No,Medio,5,Licenciatura
942,Ventas,Regional Sales Director,4164,6,2,No,Medio,4,Licenciatura
943,RRHH,Talent Acquisition Lead,3470,17,4,No,Medio,5,Secundaria
944,Soporte,Service Desk Analyst,3326,9,4,Sí,Medio,3,Secundaria
945,Marketing,Content Strategist,7637,20,4,No,Bajo,3,Maestría
946,Marketing,Brand Manager,4689,18,3,No,Bajo,4,Licenciatura
947,RRHH,Workforce Planning Analyst,3281,10,4,Sí,Medio,4,Sin título formal
948,RRHH,Analista de RRHH,4306,18,3,No,Bajo,4,Secundaria
949,TI,ERP Analyst,4430,2,2,No,Alto,4,Licenciatura
950,Ventas,Business Development,3961,1,3,No,Medio,3,Licenciatura
951,Operations,Distribution Manager,7119,8,4,No,Bajo,4,Doctorado
952,RRHH,Compensation Analyst,4547,8,3,Sí,Medio,4,Licenciatura
953,Soporte,Technical Writer,4318,14,5,No,Bajo,3,Licenciatura
954,Investigación,Científico de Datos,6289,17,4,No,Bajo,4,Licenciatura
955,TI,Database Administrator,8247,14,4,No,Bajo,3,Maestría
956,RRHH,Training Manager,4245,16,2,No,Medio,4,Licenciatura
957,Legal,Abogado Corporativo,9234,15,4,No,Bajo,5,Maestría
958,Ventas,Enterprise Sales Rep,7316,4,3,Sí,Medio,3,Doctorado
959,Legal,Paralegal,5574,10,4,No,Bajo,3,Licenciatura
960,Operations,Inventory Manager,3603,10,3,No,Bajo,4,Secundaria
961,Investigación,Científico de Datos,5831,12,4,Sí,Medio,4,Licenciatura
962,Soporte,Quality Assurance,4533,20,4,Sí,Medio,4,Licenciatura
963,Investigación,Laboratory Technician,7141,5,4,No,Bajo,3,Maestría
964,TI,Cloud Architect,8924,15,4,No,Bajo,5,Maestría
965,Ingeniería,SRE Engineer,7397,10,5,Sí,Medio,4,Maestría
966,Ingeniería,SRE Engineer,5858,16,2,Sí,Alto,5,Licenciatura
967,RRHH,Analista de RRHH,4298,7,4,Sí,Medio,2,Licenciatura
968,Legal,Senior Counsel,6366,19,4,Sí,Medio,5,Licenciatura
969,Soporte,Quality Assurance,2968,1,5,No,Medio,4,Licenciatura
970,Finanzas,CFO Adjunto,4285,3,3,Sí,Medio,3,Licenciatura
971,RRHH,Analista de RRHH,6420,11,3,Sí,Medio,3,Maestría
972,TI,Cloud Architect,4722,4,3,Sí,Medio,4,Licenciatura
973,Operations,Warehouse Supervisor,4982,17,3,No,Bajo,4,Licenciatura
974,Ventas,Business Development,3398,8,3,Sí,Medio,5,Secundaria
975,Ventas,Inside Sales Rep,5453,5,5,No,Bajo,4,Maestría
976,RRHH,HR Analyst,5469,6,4,Sí,Medio,3,Maestría
977,Legal,Compliance Officer,4971,15,2,No,Medio,5,Secundaria
978,Finanzas,Revenue Analyst,5203,13,5,No,Bajo,3,Licenciatura
979,Legal,Legal Secretary,5296,18,2,Sí,Alto,3,Secundaria
980,Legal,Legal Secretary,10117,7,5,No,Bajo,5,Doctorado
981,Finanzas,Internal Auditor,5306,11,3,No,Bajo,5,Licenciatura
982,RRHH,Learning & Development Specialist,10615,20,1,No,Medio,1,Doctorado
983,RRHH,Compensation Analyst,6517,16,4,No,Bajo,2,Maestría
984,Ingeniería,Data Scientist,4383,4,5,No,Bajo,3,Licenciatura
985,Operations,Supply Chain Analyst,2560,1,3,Sí,Alto,3,Licenciatura
986,Ingeniería,QA Engineer,7983,12,2,Sí,Alto,4,Maestría
987,Finanzas,Financial Analyst,6038,16,4,No,Bajo,4,Licenciatura
988,Ingeniería,Full Stack Developer,3917,13,5,Sí,Medio,4,Sin título formal
989,Investigación,Research Analyst,9407,19,2,Sí,Alto,3,Maestría
990,Operations,Warehouse Supervisor,7492,9,5,Sí,Medio,1,Doctorado
991,Legal,Senior Counsel,7054,18,4,No,Bajo,4,Licenciatura
992,Soporte,Quality Assurance,7849,14,2,No,Medio,4,Doctorado
993,Investigación,Bioinformático,5020,2,4,Sí,Medio,3,Licenciatura
994,TI,Network Engineer,6789,19,5,Sí,Medio,3,Licenciatura
995,TI,Arquitecto de Software,9386,7,4,Sí,Medio,1,Doctorado
996,TI,Administrador de Sistemas,8075,11,3,No,Bajo,3,Maestría
997,Soporte,Técnico de Soporte,6904,17,4,Sí,Medio,4,Maestría
998,Investigación,Lab Manager,4198,2,3,Sí,Medio,5,Licenciatura
999,Ventas,Sales Representative,3926,15,2,Sí,Alto,4,Secundaria
1000,Legal,Abogado Corporativo,6480,13,2,No,Medio,4,Licenciatura
1001,Marketing,Market Research Analyst,7519,20,3,Sí,Medio,4,Maestría
1002,Ventas,Regional Sales Director,5247,1,4,No,Medio,4,Maestría
1003,Ventas,Account Executive,3180,3,4,Sí,Medio,3,Secundaria
1004,Investigación,Lab Manager,5033,8,4,Sí,Medio,2,Licenciatura
1005,Finanzas,Revenue Analyst,4912,12,2,No,Medio,3,Licenciatura
1006,Operations,Supply Chain Analyst,3057,1,2,Sí,Alto,4,Licenciatura
1007,Legal,Abogado Corporativo,5166,7,2,Sí,Alto,3,Licenciatura
1008,Investigación,Laboratory Technician,7692,11,4,No,Bajo,3,Maestría
1009,RRHH,Recruiter,3529,2,3,No,Medio,3,Licenciatura
1010,Operations,Warehouse Supervisor,4215,11,3,No,Bajo,3,Licenciatura
1011,Ingeniería,Backend Developer,4223,12,3,Sí,Medio,4,Secundaria
1012,Soporte,Técnico de Soporte,2412,7,3,Sí,Medio,3,Sin título formal
1013,Finanzas,CFO Adjunto,5956,18,5,Sí,Medio,5,Licenciatura
1014,Ingeniería,Data Scientist,4564,4,5,No,Bajo,3,Licenciatura
1015,Marketing,Marketing Analyst,5862,6,2,No,Medio,5,Maestría
1016,Marketing,SEO Specialist,6588,12,4,No,Bajo,5,Maestría
1017,Marketing,Especialista Digital,7846,19,2,Sí,Alto,3,Maestría
1018,Finanzas,CFO Adjunto,11000,19,3,No,Bajo,2,Doctorado
1019,Investigación,Lab Manager,4993,17,4,No,Bajo,4,Secundaria
1020,Investigación,Research Analyst,5185,12,4,No,Bajo,4,Licenciatura
1021,Finanzas,Revenue Analyst,6214,19,3,Sí,Medio,3,Licenciatura
1022,Marketing,Brand Manager,5382,13,5,Sí,Medio,3,Licenciatura
1023,Legal,Abogado Corporativo,4506,3,4,No,Bajo,3,Licenciatura
1024,Operations,Supply Chain Analyst,4663,15,3,No,Bajo,4,Licenciatura
1025,Soporte,Systems Administrator,3554,6,3,No,Bajo,2,Licenciatura
1026,Legal,Senior Counsel,7242,3,5,No,Bajo,2,Maestría
1027,Ventas,Regional Sales Director,3476,7,3,No,Medio,4,Secundaria
1028,Finanzas,Financial Analyst,6578,5,1,No,Medio,3,Maestría
1029,Soporte,Quality Assurance,8320,19,4,Sí,Medio,3,Doctorado
1030,TI,Network Engineer,5145,7,3,No,Bajo,4,Licenciatura
1031,Legal,Compliance Officer,9130,15,3,No,Bajo,4,Maestría
1032,TI,Network Engineer,6217,18,3,Sí,Medio,4,Licenciatura
1033,RRHH,Director de RRHH,6571,1,3,No,Medio,3,Doctorado
1034,TI,ERP Analyst,6066,19,4,Sí,Medio,2,Licenciatura
1035,RRHH,Training Manager,3234,11,3,No,Medio,4,Sin título formal
1036,Marketing,Social Media Manager,5360,19,4,No,Bajo,3,Licenciatura
1037,RRHH,Recruiter,5794,6,1,Sí,Alto,3,Maestría
1038,TI,Database Administrator,5098,10,3,Sí,Medio,3,Licenciatura
1039,Ingeniería,DevOps Engineer,5796,14,4,No,Bajo,3,Licenciatura
1040,Ventas,Account Manager,3025,7,5,Sí,Medio,3,Sin título formal
1041,Investigación,Research Analyst,7214,10,3,Sí,Medio,1,Maestría
1042,RRHH,Employee Relations Manager,3690,13,4,Sí,Medio,5,Secundaria
1043,Investigación,Laboratory Technician,4232,2,3,Sí,Medio,4,Licenciatura
1044,Finanzas,Controller,7092,6,3,No,Bajo,5,Maestría
1045,TI,IT Manager,4388,6,3,Sí,Medio,5,Licenciatura
1046,Finanzas,Cost Accountant,4646,3,5,Sí,Medio,3,Licenciatura
1047,Legal,Abogado Corporativo,2749,3,3,Sí,Medio,3,Sin título formal
1048,Marketing,Content Strategist,2812,1,4,Sí,Alto,4,Secundaria
1049,Investigación,Laboratory Technician,5706,13,2,Sí,Alto,5,Licenciatura
1050,Soporte,Technical Writer,3269,3,4,Sí,Medio,3,Licenciatura
1051,Investigación,Research Analyst,5273,9,2,Sí,Alto,3,Licenciatura
1052,Legal,IP Attorney,4819,3,4,Sí,Medio,3,Licenciatura
1053,Soporte,Help Desk Analyst,3066,2,4,Sí,Alto,4,Licenciatura
1054,Ventas,Account Manager,7283,15,4,Sí,Medio,2,Maestría
1055,TI,Network Engineer,10625,12,1,Sí,Alto,1,Doctorado
1056,Marketing,CMO,6127,8,4,Sí,Medio,4,Maestría
1057,RRHH,Training Manager,4123,17,4,Sí,Medio,4,Secundaria
1058,Legal,Compliance Officer,8857,4,3,Sí,Medio,3,Doctorado
1059,RRHH,Analista de RRHH,4167,11,2,Sí,Alto,4,Licenciatura
1060,Operations,Supply Chain Analyst,3262,7,3,No,Medio,4,Secundaria
1061,Ventas,Sales Operations Analyst,7848,19,3,Sí,Medio,4,Maestría
1062,TI,Data Engineer,5720,11,2,No,Medio,1,Licenciatura
1063,Operations,Operations Manager,3951,8,5,Sí,Medio,3,Licenciatura
1064,TI,Network Engineer,6773,2,3,Sí,Medio,3,Maestría
1065,RRHH,Compensation Analyst,3884,2,5,Sí,Medio,4,Licenciatura
1066,Soporte,Help Desk Analyst,2966,2,4,No,Medio,3,Licenciatura
1067,Ingeniería,Full Stack Developer,9960,11,5,No,Bajo,4,Doctorado
1068,Marketing,CMO,6449,8,4,No,Bajo,3,Maestría
1069,Ingeniería,Desarrollador Senior,9031,3,5,Sí,Medio,2,Doctorado
1070,RRHH,Talent Acquisition Lead,6047,7,4,Sí,Medio,3,Maestría
1071,Investigación,Bioinformático,4634,7,3,Sí,Medio,4,Licenciatura
1072,Marketing,Brand Manager,9616,16,5,Sí,Medio,3,Doctorado
1073,TI,Data Engineer,6000,14,4,No,Bajo,1,Licenciatura
1074,TI,Security Analyst,9586,10,4,Sí,Medio,3,Doctorado
1075,TI,IT Manager,5142,10,3,No,Bajo,4,Licenciatura
1076,Marketing,Gerente de Marketing,6430,1,5,Sí,Medio,4,Doctorado
1077,Soporte,Technical Writer,4509,14,4,No,Bajo,4,Licenciatura
1078,Operations,Analista de Operaciones,3286,2,3,Sí,Alto,4,Licenciatura
1079,Marketing,Product Marketing Manager,3009,12,2,No,Alto,3,Sin título formal
1080,TI,Network Engineer,4236,2,4,No,Medio,4,Licenciatura
1081,RRHH,Director de RRHH,5469,5,4,No,Bajo,3,Maestría
1082,Ventas,Account Executive,7344,13,4,No,Bajo,5,Maestría
1083,Ventas,Channel Sales Manager,9340,14,3,Sí,Medio,5,Doctorado
1084,TI,Database Administrator,6339,3,4,Sí,Medio,4,Maestría
1085,Soporte,Help Desk Analyst,3589,7,2,No,Medio,4,Licenciatura
1086,Ventas,Account Executive,7068,14,4,No,Bajo,4,Maestría
1087,RRHH,Training Manager,3470,5,2,Sí,Alto,4,Licenciatura
1088,Marketing,Gerente de Marketing,4078,6,3,Sí,Medio,5,Licenciatura
1089,TI,IT Manager,9722,20,3,Sí,Medio,3,Maestría
1090,Finanzas,Analista Financiero,5911,19,4,Sí,Medio,4,Licenciatura
1091,Ventas,Ejecutivo de Ventas,3183,1,1,Sí,Alto,4,Secundaria
1092,Finanzas,Internal Auditor,5329,11,3,No,Bajo,4,Licenciatura
1093,Soporte,Service Desk Analyst,5706,12,3,No,Bajo,3,Maestría
1094,Ventas,Ejecutivo de Ventas,4936,13,1,Sí,Alto,2,Licenciatura
1095,Legal,Legal Secretary,3284,8,5,No,Medio,4,Sin título formal
1096,Marketing,Especialista Digital,3264,11,4,Sí,Medio,5,Sin título formal
1097,Soporte,Technical Writer,4367,16,3,No,Bajo,5,Licenciatura
1098,Investigación,Científico de Datos,7138,10,4,Sí,Medio,5,Maestría
1099,Operations,Distribution Manager,3587,16,4,Sí,Medio,5,Secundaria
1100,RRHH,Employee Relations Manager,3800,16,3,Sí,Medio,3,Sin título formal
1101,Ventas,Account Executive,3846,1,3,Sí,Medio,3,Licenciatura
1102,Finanzas,Internal Auditor,2842,4,5,Sí,Medio,4,Sin título formal
1103,Investigación,Científico de Datos,8312,11,4,Sí,Medio,4,Maestría
1104,TI,Security Analyst,9027,18,4,No,Bajo,3,Maestría
