delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
DEL-14925,Partner-B,Alimentos,Moto,Estándar,Centro,Lluvioso,38.4,13.7,7.1,5.8,Yes,Retrasada,2.7,21.47
DEL-14926,Partner-D,Alimentos,Camión,Estándar,Norte,Soleado,41.7,0.5,7.1,5.7,Yes,Retrasada,2.8,23.09
DEL-14927,Partner-C,Alimentos,Bicicleta,Estándar,Occidente,Lluvioso,74.9,17.8,13.1,10.2,Yes,Retrasada,2.1,26.27
DEL-14928,Partner-B,Electrónica,Bicicleta,Express,Norte,Nublado,20.0,8.9,2.1,2.0,No,Completada,4.5,16.37
DEL-14929,Partner-E,Ropa,Moto,Express,Sur,Lluvioso,13.4,7.0,2.4,1.7,Yes,Completada,1.5,14.64
DEL-14930,Partner-D,Electrónica,Moto,Estándar,Sur,Soleado,65.8,13.3,10.1,8.6,Yes,Retrasada,1.2,32.32
DEL-14931,Partner-A,Ropa,Camión,Estándar,Sur,Nublado,2.2,16.6,1.4,1.4,No,Completada,3.9,21.8
DEL-14932,Partner-A,Alimentos,Camión,Express,Norte,Soleado,15.4,10.7,2.3,1.8,Yes,Completada,1.4,25.37
DEL-14933,Partner-A,Electrónica,Urbano,Estándar,Centro,Soleado,14.8,12.6,2.6,2.3,Yes,Retrasada,1.0,15.73
DEL-14934,Partner-E,Alimentos,Bicicleta,Estándar,Norte,Nublado,48.1,9.1,5.9,6.4,No,Completada,5.0,17.01
DEL-14935,Partner-D,Alimentos,Moto,Express,Occidente,Lluvioso,3.5,0.8,0.9,0.8,Yes,Completada,1.3,5.0
DEL-14936,Partner-C,Electrónica,Urbano,Estándar,Centro,Lluvioso,64.3,8.4,12.5,8.8,Yes,Retrasada,3.4,24.91
DEL-14937,Partner-E,Alimentos,Urbano,Estándar,Centro,Soleado,58.6,12.8,8.4,7.7,Yes,Retrasada,3.0,26.08
DEL-14938,Partner-B,Ropa,Urbano,Estándar,Occidente,Nublado,11.4,0.2,1.9,2.1,No,Completada,4.6,6.93
DEL-14939,Partner-A,Ropa,Bicicleta,Estándar,Norte,Soleado,11.4,2.2,2.5,2.1,Yes,Retrasada,3.4,5.0
DEL-14940,Partner-E,Alimentos,Moto,Estándar,Sur,Soleado,20.6,9.5,3.9,3.3,Yes,Retrasada,2.3,15.84
DEL-14941,Partner-B,Documentos,Moto,Express,Norte,Lluvioso,34.1,1.5,3.8,3.4,Yes,Retrasada,3.5,17.23
DEL-14942,Partner-B,Documentos,Bicicleta,Estándar,Occidente,Lluvioso,31.3,16.8,5.0,4.7,Yes,Retrasada,1.1,19.66
DEL-14943,Partner-C,Ropa,Camión,Estándar,Occidente,Soleado,49.2,1.3,7.5,6.6,Yes,Retrasada,1.8,27.13
DEL-14944,Partner-D,Electrónica,Bicicleta,Estándar,Norte,Lluvioso,35.2,19.7,6.4,4.9,Yes,Retrasada,1.4,18.59
DEL-14945,Partner-C,Documentos,Urbano,Express,Occidente,Nublado,20.2,4.4,2.9,2.3,Yes,Retrasada,2.4,13.82
DEL-14946,Partner-E,Ropa,Camión,Estándar,Occidente,Lluvioso,9.3,17.9,2.4,2.2,Yes,Completada,2.0,28.9
DEL-14947,Partner-D,Ropa,Urbano,Estándar,Sur,Nublado,6.3,1.4,1.5,1.6,No,Completada,3.9,5.0
DEL-14948,Partner-C,Electrónica,Camión,Estándar,Sur,Soleado,7.9,2.0,2.4,1.8,Yes,Completada,1.0,5.63
DEL-14949,Partner-B,Electrónica,Bicicleta,Express,Occidente,Nublado,70.3,6.2,5.6,6.1,No,Completada,4.3,28.19
DEL-14950,Partner-C,Documentos,Urbano,Estándar,Sur,Nublado,34.0,15.5,4.3,5.0,No,Completada,4.6,26.06
DEL-14951,Partner-E,Electrónica,Urbano,Estándar,Sur,Lluvioso,46.4,6.2,8.1,6.1,Yes,Retrasada,1.1,17.65
DEL-14952,Partner-B,Documentos,Bicicleta,Express,Sur,Nublado,73.8,17.7,6.8,6.4,Yes,Retrasada,2.3,36.0
DEL-14953,Partner-B,Ropa,Urbano,Express,Sur,Soleado,18.9,12.8,2.1,2.3,No,Completada,4.2,23.84
DEL-14954,Partner-C,Ropa,Camión,Express,Sur,Nublado,48.3,11.5,4.6,4.3,Yes,Completada,1.2,49.76
DEL-14955,Partner-C,Alimentos,Urbano,Express,Sur,Nublado,31.7,1.0,3.2,3.3,No,Completada,3.6,16.22
DEL-14956,Partner-E,Electrónica,Camión,Express,Centro,Nublado,45.1,3.6,6.4,4.3,Yes,Retrasada,1.7,34.1
DEL-14957,Partner-A,Ropa,Camión,Estándar,Centro,Nublado,15.8,8.7,3.7,2.5,Yes,Retrasada,2.4,20.5
DEL-14958,Partner-D,Electrónica,Bicicleta,Estándar,Norte,Nublado,37.3,13.9,5.6,5.1,Yes,Retrasada,1.8,20.46
DEL-14959,Partner-B,Ropa,Camión,Express,Norte,Nublado,44.2,16.1,5.1,4.0,Yes,Retrasada,1.8,52.53
DEL-14960,Partner-C,Alimentos,Urbano,Estándar,Occidente,Soleado,46.9,19.0,6.4,6.4,No,Completada,4.8,29.85
DEL-14961,Partner-E,Documentos,Bicicleta,Express,Centro,Soleado,68.8,14.8,5.5,5.9,No,Completada,4.3,32.58
DEL-14962,Partner-C,Documentos,Bicicleta,Estándar,Occidente,Nublado,72.1,4.9,11.0,9.2,Yes,Retrasada,3.4,20.96
DEL-14963,Partner-D,Documentos,Camión,Express,Norte,Soleado,58.9,16.4,5.8,5.4,Yes,Retrasada,3.4,62.06
DEL-14964,Partner-C,Electrónica,Bicicleta,Express,Occidente,Nublado,60.1,8.2,4.4,5.2,No,Completada,4.9,24.17
DEL-14965,Partner-E,Ropa,Moto,Estándar,Sur,Lluvioso,44.2,6.8,7.4,6.4,Yes,Retrasada,2.9,18.95
DEL-14966,Partner-A,Ropa,Urbano,Estándar,Occidente,Soleado,11.5,4.3,2.4,2.1,Yes,Completada,1.4,11.35
DEL-14967,Partner-A,Ropa,Moto,Estándar,Sur,Lluvioso,57.5,18.8,11.3,8.1,Yes,Retrasada,1.4,30.52
DEL-14968,Partner-E,Ropa,Bicicleta,Estándar,Sur,Soleado,6.7,6.1,1.7,1.9,No,Completada,3.7,9.48
DEL-14969,Partner-A,Documentos,Moto,Estándar,Centro,Nublado,47.6,9.9,8.5,6.8,Yes,Retrasada,2.5,21.37
DEL-14970,Partner-C,Electrónica,Urbano,Estándar,Norte,Nublado,71.3,4.5,11.8,9.5,Yes,Retrasada,1.8,26.82
DEL-14971,Partner-C,Alimentos,Camión,Express,Sur,Lluvioso,69.3,15.6,7.3,6.0,Yes,Retrasada,2.6,66.38
DEL-14972,Partner-D,Electrónica,Camión,Express,Norte,Soleado,15.4,19.0,1.8,1.7,Yes,Retrasada,3.1,41.46
DEL-14973,Partner-B,Electrónica,Moto,Estándar,Sur,Soleado,3.1,4.9,1.0,1.1,No,Completada,4.6,9.06
DEL-14974,Partner-C,Electrónica,Urbano,Estándar,Sur,Lluvioso,23.7,19.1,5.1,3.9,Yes,Retrasada,3.0,25.38
DEL-14975,Partner-E,Alimentos,Camión,Estándar,Sur,Nublado,49.0,10.6,8.7,6.8,Yes,Retrasada,1.5,34.43
DEL-14976,Partner-C,Alimentos,Camión,Express,Occidente,Soleado,57.3,18.6,5.2,5.3,No,Completada,4.9,65.31
DEL-14977,Partner-A,Ropa,Urbano,Estándar,Sur,Lluvioso,38.9,18.7,9.7,5.7,Yes,Completada,1.3,26.66
DEL-14978,Partner-A,Documentos,Bicicleta,Estándar,Norte,Lluvioso,67.6,19.3,10.3,9.2,Yes,Retrasada,1.2,24.01
DEL-14979,Partner-C,Alimentos,Bicicleta,Express,Sur,Soleado,23.3,9.4,2.5,2.2,Yes,Completada,1.6,17.73
DEL-14980,Partner-E,Alimentos,Urbano,Estándar,Centro,Nublado,40.1,12.3,6.4,5.5,Yes,Retrasada,1.4,20.02
DEL-14981,Partner-B,Alimentos,Moto,Estándar,Occidente,Soleado,23.8,18.0,3.5,3.5,No,Completada,5.0,24.21
DEL-14982,Partner-E,Ropa,Moto,Express,Occidente,Nublado,8.1,19.6,1.4,1.2,Yes,Completada,2.2,24.36
DEL-14983,Partner-A,Ropa,Moto,Estándar,Norte,Lluvioso,28.8,15.9,4.6,4.1,Yes,Completada,1.8,24.26
DEL-14984,Partner-D,Documentos,Urbano,Estándar,Sur,Soleado,1.8,1.0,1.6,1.4,Yes,Retrasada,1.9,6.26
DEL-14985,Partner-D,Ropa,Urbano,Estándar,Norte,Nublado,4.3,5.8,1.6,1.7,No,Completada,4.1,7.92
DEL-14986,Partner-D,Electrónica,Camión,Express,Occidente,Lluvioso,37.8,15.9,5.8,3.6,Yes,Retrasada,1.6,49.39
DEL-14987,Partner-C,Ropa,Urbano,Express,Occidente,Soleado,55.7,12.9,5.9,5.0,Yes,Retrasada,2.8,34.6
DEL-14988,Partner-B,Documentos,Camión,Estándar,Norte,Nublado,33.5,12.8,7.8,5.1,Yes,Retrasada,1.1,31.28
DEL-14989,Partner-C,Alimentos,Camión,Express,Occidente,Soleado,7.9,1.8,1.3,1.1,Yes,Retrasada,2.4,10.69
DEL-14990,Partner-C,Electrónica,Urbano,Estándar,Norte,Nublado,12.9,16.8,2.2,2.2,No,Completada,4.4,15.64
DEL-14991,Partner-A,Documentos,Bicicleta,Express,Norte,Soleado,65.3,0.3,5.1,5.7,No,Completada,3.5,22.01
DEL-14992,Partner-B,Electrónica,Camión,Express,Occidente,Lluvioso,17.0,10.4,2.6,2.1,Yes,Retrasada,1.4,31.01
DEL-14993,Partner-E,Documentos,Urbano,Express,Norte,Nublado,47.1,19.6,5.2,4.4,Yes,Retrasada,2.8,39.31
DEL-14994,Partner-C,Documentos,Urbano,Estándar,Norte,Lluvioso,62.4,10.1,7.8,8.3,No,Completada,4.8,27.01
DEL-14995,Partner-E,Documentos,Camión,Express,Sur,Lluvioso,63.5,15.1,10.6,5.4,Yes,Completada,2.3,64.23
DEL-14996,Partner-A,Alimentos,Moto,Estándar,Sur,Soleado,60.5,1.7,7.2,8.1,No,Completada,5.0,22.19
DEL-14997,Partner-A,Alimentos,Urbano,Express,Norte,Nublado,47.0,15.6,5.2,4.5,Yes,Retrasada,2.9,32.67
DEL-14998,Partner-A,Alimentos,Camión,Estándar,Norte,Lluvioso,39.8,16.7,8.7,5.9,Yes,Retrasada,1.6,41.81
DEL-14999,Partner-E,Electrónica,Camión,Express,Occidente,Soleado,38.6,13.3,4.0,3.6,Yes,Completada,1.6,47.73
DEL-15000,Partner-D,Documentos,Bicicleta,Estándar,Sur,Lluvioso,70.8,1.0,10.1,9.2,Yes,Retrasada,1.8,17.21
DEL-15001,Partner-E,Ropa,Bicicleta,Express,Sur,Soleado,32.8,13.8,3.4,3.0,Yes,Retrasada,1.3,17.63
DEL-15002,Partner-D,Ropa,Urbano,Express,Occidente,Nublado,33.4,19.9,4.0,3.4,Yes,Retrasada,2.8,35.17
DEL-15003,Partner-C,Documentos,Moto,Estándar,Centro,Lluvioso,42.6,0.7,9.6,6.2,Yes,Retrasada,2.0,13.29
DEL-15004,Partner-C,Documentos,Urbano,Express,Sur,Lluvioso,10.4,14.0,2.3,1.5,Yes,Retrasada,1.8,23.34
DEL-15005,Partner-E,Ropa,Camión,Estándar,Norte,Nublado,45.4,14.9,7.3,6.0,Yes,Completada,1.3,41.75
DEL-15006,Partner-D,Alimentos,Urbano,Estándar,Norte,Soleado,10.2,19.9,1.9,1.8,Yes,Retrasada,1.2,22.03
DEL-15007,Partner-A,Alimentos,Moto,Estándar,Centro,Lluvioso,34.0,15.8,8.0,5.1,Yes,Retrasada,3.3,24.35
DEL-15008,Partner-C,Alimentos,Urbano,Express,Norte,Nublado,30.3,5.0,3.6,3.1,Yes,Retrasada,3.5,19.04
DEL-15009,Partner-A,Ropa,Bicicleta,Express,Centro,Soleado,35.2,9.3,2.8,3.2,No,Completada,4.3,20.55
DEL-15010,Partner-C,Electrónica,Bicicleta,Express,Norte,Nublado,30.0,10.1,3.0,2.7,Yes,Retrasada,3.0,15.87
DEL-15011,Partner-C,Electrónica,Camión,Estándar,Norte,Soleado,14.3,18.1,3.9,2.9,Yes,Completada,1.4,30.85
DEL-15012,Partner-D,Ropa,Bicicleta,Express,Occidente,Lluvioso,12.9,2.6,1.6,1.5,Yes,Completada,2.0,5.0
DEL-15013,Partner-D,Documentos,Moto,Estándar,Norte,Nublado,33.7,3.2,5.6,5.1,Yes,Completada,2.9,12.9
DEL-15014,Partner-B,Documentos,Bicicleta,Express,Occidente,Nublado,33.9,6.4,3.6,3.1,Yes,Completada,3.4,12.44
DEL-15015,Partner-D,Documentos,Bicicleta,Express,Occidente,Nublado,55.5,7.4,5.7,5.2,Yes,Retrasada,2.0,21.61
DEL-15016,Partner-D,Electrónica,Moto,Estándar,Centro,Soleado,17.7,11.0,3.9,3.2,Yes,Completada,2.4,12.74
DEL-15017,Partner-E,Electrónica,Urbano,Express,Sur,Soleado,26.3,16.7,3.0,2.8,Yes,Completada,3.3,26.42
DEL-15018,Partner-B,Ropa,Urbano,Estándar,Norte,Soleado,13.4,6.7,2.6,2.2,Yes,Retrasada,3.4,12.23
DEL-15019,Partner-E,Documentos,Urbano,Estándar,Norte,Nublado,47.4,8.6,8.2,6.8,Yes,Retrasada,3.1,21.13
DEL-15020,Partner-E,Ropa,Moto,Express,Occidente,Lluvioso,74.5,9.3,8.7,6.5,Yes,Retrasada,1.1,41.7
DEL-15021,Partner-B,Documentos,Bicicleta,Estándar,Norte,Nublado,44.6,18.1,4.8,6.0,No,Completada,3.5,20.3
DEL-15022,Partner-E,Documentos,Bicicleta,Estándar,Norte,Nublado,63.5,4.2,8.3,8.8,No,Completada,4.3,15.68
DEL-15023,Partner-E,Alimentos,Urbano,Express,Sur,Soleado,22.3,1.5,2.6,2.4,Yes,Retrasada,3.4,11.67
DEL-15024,Partner-D,Alimentos,Moto,Estándar,Occidente,Lluvioso,14.3,19.7,4.5,2.9,Yes,Completada,1.9,22.68
DEL-15025,Partner-B,Alimentos,Bicicleta,Express,Sur,Nublado,9.5,1.5,1.3,1.2,Yes,Completada,3.4,5.0
DEL-15026,Partner-E,Documentos,Moto,Estándar,Centro,Lluvioso,24.0,1.7,4.0,3.5,Yes,Retrasada,3.2,10.21
DEL-15027,Partner-E,Electrónica,Moto,Express,Occidente,Nublado,26.1,6.9,2.8,2.4,Yes,Completada,2.3,21.15
DEL-15028,Partner-E,Documentos,Camión,Estándar,Sur,Lluvioso,9.8,14.2,3.7,2.3,Yes,Retrasada,1.1,19.85
DEL-15029,Partner-E,Ropa,Urbano,Express,Norte,Soleado,46.5,4.8,5.3,4.4,Yes,Retrasada,1.4,26.18
DEL-15030,Partner-E,Ropa,Urbano,Express,Norte,Lluvioso,74.1,14.7,8.2,6.2,Yes,Retrasada,2.3,46.18
DEL-15031,Partner-C,Electrónica,Bicicleta,Estándar,Occidente,Nublado,26.3,17.6,4.7,4.3,Yes,Retrasada,2.5,20.16
DEL-15032,Partner-A,Documentos,Urbano,Estándar,Norte,Soleado,27.9,16.0,4.7,4.0,Yes,Retrasada,2.0,23.69
DEL-15033,Partner-B,Ropa,Camión,Express,Occidente,Lluvioso,46.7,19.0,6.2,4.4,Yes,Retrasada,2.3,60.1
DEL-15034,Partner-D,Documentos,Urbano,Express,Sur,Lluvioso,57.9,16.2,5.6,5.2,Yes,Retrasada,1.6,40.76
DEL-15035,Partner-C,Alimentos,Urbano,Express,Centro,Lluvioso,27.0,5.2,3.8,2.8,Yes,Completada,3.3,17.07
DEL-15036,Partner-E,Alimentos,Camión,Estándar,Centro,Lluvioso,25.7,15.3,6.4,3.9,Yes,Completada,1.1,30.2
DEL-15037,Partner-B,Electrónica,Camión,Estándar,Norte,Soleado,52.5,9.5,6.6,6.9,No,Completada,3.6,36.19
DEL-15038,Partner-B,Documentos,Camión,Express,Centro,Nublado,13.3,3.7,2.3,1.9,Yes,Retrasada,2.7,15.44
DEL-15039,Partner-B,Documentos,Bicicleta,Express,Sur,Nublado,56.6,9.1,4.6,5.2,No,Completada,4.0,22.02
DEL-15040,Partner-B,Alimentos,Moto,Estándar,Centro,Lluvioso,18.3,4.7,5.7,3.4,Yes,Retrasada,3.4,12.51
DEL-15041,Partner-E,Documentos,Urbano,Estándar,Occidente,Nublado,10.4,17.0,2.5,2.0,Yes,Completada,2.7,14.76
DEL-15042,Partner-A,Electrónica,Moto,Express,Centro,Lluvioso,48.6,2.0,5.4,4.6,Yes,Retrasada,2.3,24.22
DEL-15043,Partner-C,Ropa,Urbano,Express,Norte,Soleado,31.4,18.1,2.8,2.8,No,Completada,3.9,29.96
DEL-15044,Partner-E,Electrónica,Moto,Estándar,Centro,Lluvioso,74.7,12.3,11.3,9.5,Yes,Retrasada,2.3,31.87
DEL-15045,Partner-B,Documentos,Moto,Express,Occidente,Lluvioso,43.2,2.4,6.5,4.1,Yes,Retrasada,1.9,20.47
DEL-15046,Partner-A,Alimentos,Urbano,Estándar,Centro,Nublado,65.7,9.7,11.1,8.8,Yes,Completada,3.0,29.01
DEL-15047,Partner-D,Documentos,Bicicleta,Estándar,Centro,Lluvioso,67.0,11.4,10.6,8.7,Yes,Completada,1.1,19.73
DEL-15048,Partner-B,Ropa,Camión,Express,Occidente,Lluvioso,62.8,2.5,7.4,5.5,Yes,Retrasada,2.3,44.83
DEL-15049,Partner-A,Alimentos,Urbano,Estándar,Sur,Nublado,61.6,12.9,9.6,8.2,Yes,Completada,3.5,31.95
DEL-15050,Partner-D,Documentos,Urbano,Express,Sur,Soleado,38.0,2.0,3.5,3.7,No,Completada,3.7,19.24
DEL-15051,Partner-B,Documentos,Camión,Estándar,Sur,Soleado,54.7,5.1,7.2,7.2,No,Completada,3.8,33.99
DEL-15052,Partner-B,Documentos,Moto,Estándar,Norte,Nublado,43.8,14.3,6.8,6.3,Yes,Retrasada,1.9,27.02
DEL-15053,Partner-C,Alimentos,Moto,Estándar,Sur,Nublado,68.2,13.5,12.4,9.1,Yes,Completada,3.3,35.9
DEL-15054,Partner-C,Ropa,Camión,Express,Sur,Soleado,7.4,7.6,1.4,1.1,Yes,Retrasada,2.8,17.97
DEL-15055,Partner-B,Alimentos,Moto,Estándar,Occidente,Nublado,58.9,4.8,10.0,7.8,Yes,Retrasada,1.1,23.57
DEL-15056,Partner-D,Ropa,Bicicleta,Estándar,Occidente,Nublado,50.7,15.9,6.4,6.6,No,Completada,4.3,20.14
DEL-15057,Partner-C,Alimentos,Bicicleta,Estándar,Centro,Lluvioso,33.1,4.8,4.4,4.5,No,Completada,4.1,12.88
DEL-15058,Partner-A,Ropa,Camión,Estándar,Sur,Lluvioso,17.6,18.0,3.6,3.1,Yes,Retrasada,3.4,34.29
DEL-15059,Partner-C,Alimentos,Bicicleta,Estándar,Occidente,Lluvioso,26.8,5.8,4.5,3.9,Yes,Retrasada,1.6,13.28
DEL-15060,Partner-E,Electrónica,Moto,Express,Norte,Soleado,17.8,3.1,2.2,2.0,Yes,Completada,2.7,13.97
DEL-15061,Partner-E,Ropa,Moto,Express,Centro,Soleado,55.8,16.4,4.5,4.8,No,Completada,3.6,41.91
DEL-15062,Partner-A,Electrónica,Bicicleta,Express,Sur,Lluvioso,7.6,1.4,0.9,1.0,No,Completada,4.4,5.0
DEL-15063,Partner-C,Alimentos,Bicicleta,Estándar,Centro,Soleado,48.5,15.8,6.1,6.9,No,Completada,4.7,21.87
DEL-15064,Partner-C,Ropa,Moto,Estándar,Norte,Soleado,18.9,13.3,3.5,3.0,Yes,Retrasada,2.0,18.67
DEL-15065,Partner-C,Electrónica,Bicicleta,Express,Norte,Soleado,46.7,9.4,4.4,4.3,No,Completada,4.3,20.79
DEL-15066,Partner-B,Electrónica,Urbano,Express,Centro,Nublado,24.9,0.6,2.5,2.6,No,Completada,4.0,12.59
DEL-15067,Partner-C,Electrónica,Urbano,Express,Sur,Lluvioso,72.6,7.8,9.6,6.2,Yes,Completada,1.5,41.37
DEL-15068,Partner-A,Alimentos,Moto,Estándar,Occidente,Nublado,27.5,12.2,4.0,4.3,No,Completada,4.5,21.8
DEL-15069,Partner-C,Electrónica,Camión,Estándar,Centro,Lluvioso,7.7,17.4,1.8,1.4,Yes,Retrasada,2.8,29.01
DEL-15070,Partner-C,Documentos,Camión,Express,Sur,Lluvioso,14.9,15.4,2.4,1.5,Yes,Completada,2.2,31.09
DEL-15071,Partner-B,Ropa,Urbano,Express,Norte,Lluvioso,26.8,18.6,3.5,2.8,Yes,Retrasada,3.2,33.67
DEL-15072,Partner-C,Electrónica,Bicicleta,Express,Norte,Soleado,61.7,16.4,5.9,5.3,Yes,Completada,1.1,32.65
DEL-15073,Partner-C,Documentos,Bicicleta,Estándar,Occidente,Nublado,49.1,5.4,5.7,6.5,No,Completada,4.1,13.11
DEL-15074,Partner-D,Electrónica,Urbano,Estándar,Occidente,Lluvioso,47.8,7.3,11.4,6.8,Yes,Retrasada,2.7,23.96
DEL-15075,Partner-C,Alimentos,Urbano,Estándar,Norte,Nublado,9.7,15.8,2.6,2.0,Yes,Retrasada,2.8,16.76
DEL-15076,Partner-B,Electrónica,Camión,Express,Centro,Lluvioso,68.5,16.1,7.7,6.1,Yes,Retrasada,1.4,69.32
DEL-15077,Partner-B,Ropa,Camión,Express,Sur,Soleado,21.1,13.1,2.9,2.3,Yes,Retrasada,2.7,35.85
DEL-15078,Partner-C,Alimentos,Moto,Express,Centro,Soleado,28.4,14.6,2.7,2.9,No,Completada,4.9,28.12
DEL-15079,Partner-B,Ropa,Urbano,Express,Norte,Soleado,41.3,7.4,4.4,3.7,Yes,Completada,3.1,27.24
DEL-15080,Partner-B,Electrónica,Moto,Express,Norte,Nublado,3.4,9.7,1.3,1.0,Yes,Retrasada,3.3,15.61
DEL-15081,Partner-E,Documentos,Bicicleta,Express,Norte,Nublado,25.1,13.7,2.9,2.4,Yes,Retrasada,1.0,19.56
DEL-15082,Partner-A,Alimentos,Bicicleta,Estándar,Sur,Lluvioso,40.9,18.1,5.3,5.7,No,Completada,4.2,22.73
DEL-15083,Partner-D,Alimentos,Bicicleta,Express,Sur,Lluvioso,15.7,19.2,2.4,1.7,Yes,Retrasada,1.4,22.49
DEL-15084,Partner-A,Electrónica,Urbano,Express,Norte,Nublado,56.0,9.5,5.4,5.0,Yes,Retrasada,1.1,32.05
DEL-15085,Partner-D,Documentos,Camión,Express,Sur,Soleado,5.1,2.7,1.3,0.9,Yes,Retrasada,1.3,5.46
DEL-15086,Partner-A,Documentos,Camión,Express,Centro,Nublado,60.5,9.9,5.9,5.6,Yes,Retrasada,2.0,51.69
DEL-15087,Partner-E,Documentos,Urbano,Express,Centro,Lluvioso,74.9,11.8,9.0,6.3,Yes,Retrasada,1.2,42.28
DEL-15088,Partner-C,Documentos,Moto,Estándar,Norte,Nublado,57.8,16.0,6.8,7.9,No,Completada,5.0,34.45
DEL-15089,Partner-A,Ropa,Moto,Estándar,Sur,Soleado,21.6,6.9,3.4,3.7,No,Completada,4.9,16.26
DEL-15090,Partner-A,Electrónica,Bicicleta,Estándar,Centro,Nublado,34.0,18.1,4.5,4.9,No,Completada,3.5,19.93
DEL-15091,Partner-B,Documentos,Bicicleta,Express,Centro,Lluvioso,61.3,4.2,7.7,5.4,Yes,Retrasada,3.4,22.31
DEL-15092,Partner-C,Electrónica,Urbano,Express,Norte,Soleado,61.4,16.2,6.4,5.4,Yes,Completada,3.0,39.82
DEL-15093,Partner-E,Ropa,Moto,Express,Occidente,Nublado,43.8,19.8,5.4,4.2,Yes,Retrasada,1.1,41.96
DEL-15094,Partner-C,Alimentos,Camión,Estándar,Sur,Soleado,15.1,3.5,3.1,2.9,Yes,Retrasada,1.3,12.65
DEL-15095,Partner-E,Ropa,Bicicleta,Express,Norte,Nublado,59.3,18.1,5.5,5.1,Yes,Completada,2.5,29.07
DEL-15096,Partner-E,Alimentos,Moto,Estándar,Centro,Lluvioso,43.7,2.3,7.7,5.9,Yes,Retrasada,3.5,13.31
DEL-15097,Partner-B,Electrónica,Camión,Estándar,Occidente,Lluvioso,68.8,17.8,13.8,8.8,Yes,Retrasada,1.2,56.69
DEL-15098,Partner-C,Electrónica,Moto,Estándar,Norte,Nublado,50.0,1.9,7.5,7.1,Yes,Completada,2.3,14.54
DEL-15099,Partner-A,Documentos,Moto,Express,Centro,Soleado,24.1,9.2,2.8,2.5,Yes,Retrasada,2.3,19.99
DEL-15100,Partner-E,Ropa,Moto,Estándar,Norte,Lluvioso,1.7,6.9,1.1,1.1,No,Completada,3.5,8.9
DEL-15101,Partner-A,Alimentos,Urbano,Express,Occidente,Lluvioso,62.7,17.4,6.1,5.6,Yes,Retrasada,2.4,41.05
DEL-15102,Partner-D,Electrónica,Moto,Estándar,Centro,Nublado,22.5,12.4,3.2,3.4,No,Completada,3.6,19.76
DEL-15103,Partner-D,Ropa,Moto,Express,Sur,Soleado,7.4,11.7,1.3,1.3,No,Completada,3.7,17.13
DEL-15104,Partner-A,Alimentos,Moto,Estándar,Sur,Lluvioso,31.3,4.0,6.6,4.7,Yes,Retrasada,3.3,15.73
DEL-15105,Partner-E,Electrónica,Camión,Estándar,Norte,Lluvioso,40.9,7.7,6.9,5.6,Yes,Completada,2.4,26.39
DEL-15106,Partner-B,Electrónica,Urbano,Express,Norte,Soleado,17.2,9.7,2.4,2.1,Yes,Retrasada,1.4,20.9
DEL-15107,Partner-B,Electrónica,Moto,Express,Centro,Lluvioso,48.5,6.6,4.8,4.5,Yes,Retrasada,3.1,24.84
DEL-15108,Partner-B,Electrónica,Moto,Express,Norte,Soleado,25.4,8.5,2.5,2.4,No,Completada,3.5,18.04
DEL-15109,Partner-B,Documentos,Moto,Estándar,Sur,Nublado,34.4,16.9,4.7,5.2,No,Completada,5.0,24.19
DEL-15110,Partner-C,Documentos,Camión,Estándar,Sur,Nublado,38.8,18.5,5.8,5.2,Yes,Completada,1.3,38.47
DEL-15111,Partner-D,Documentos,Moto,Express,Sur,Nublado,43.1,12.3,3.9,4.2,No,Completada,4.1,32.68
DEL-15112,Partner-C,Electrónica,Camión,Estándar,Occidente,Lluvioso,22.0,9.4,4.7,3.6,Yes,Retrasada,1.3,25.81
DEL-15113,Partner-E,Ropa,Camión,Estándar,Occidente,Nublado,51.4,1.3,7.4,6.9,Yes,Retrasada,2.0,25.04
DEL-15114,Partner-B,Electrónica,Camión,Express,Centro,Nublado,27.3,19.4,2.7,2.7,No,Completada,4.3,49.65
DEL-15115,Partner-B,Alimentos,Urbano,Express,Occidente,Soleado,50.6,3.9,4.7,4.4,Yes,Retrasada,3.2,26.16
DEL-15116,Partner-E,Alimentos,Camión,Estándar,Sur,Soleado,18.1,0.7,3.3,3.2,No,Completada,3.5,12.74
DEL-15117,Partner-C,Ropa,Urbano,Express,Occidente,Lluvioso,50.4,19.7,6.9,4.8,Yes,Completada,3.3,42.86
DEL-15118,Partner-C,Documentos,Moto,Estándar,Occidente,Nublado,63.3,19.6,7.5,8.3,No,Completada,3.7,36.18
DEL-15119,Partner-D,Documentos,Urbano,Express,Sur,Lluvioso,72.9,1.7,9.0,6.2,Yes,Retrasada,2.8,33.16
DEL-15120,Partner-A,Alimentos,Camión,Estándar,Occidente,Soleado,19.7,12.8,3.5,3.0,Yes,Retrasada,1.3,24.83
DEL-15121,Partner-A,Ropa,Camión,Express,Centro,Lluvioso,68.4,15.3,10.1,5.9,Yes,Retrasada,2.5,66.8
DEL-15122,Partner-E,Alimentos,Urbano,Express,Sur,Nublado,14.1,16.4,2.2,1.7,Yes,Retrasada,2.6,24.28
