week,channel,spend_usd,impressions,clicks,leads,attributed_revenue_usd,cpl_usd,roas,region,audience_segment
2023-07-17,Social,3427.93,2856,72,1,122.92,3427.93,0.04,Norte,Jovenes 18-25
2023-07-17,Social,3221.9,2684,60,1,145.01,3221.9,0.05,Occidente,Jovenes 18-25
2023-07-17,Email,1673.4,5578,993,51,10996.38,32.81,6.57,Norte,Profesionales 41-55
2023-07-17,Display,4295.55,4772,32,1,125.89,4295.55,0.03,Sur,Mayores 55+
2023-07-24,SEO,3022.79,3778,111,5,762.38,604.56,0.25,Norte,Jovenes 18-25
2023-07-24,Paid Search,4616.87,1846,80,3,747.52,1538.96,0.16,Sur,Profesionales 41-55
2023-07-24,Paid Search,4901.96,1960,75,2,439.36,2450.98,0.09,Sur,Mayores 55+
2023-07-24,Social,2923.48,2436,54,1,174.41,2923.48,0.06,Occidente,Adultos 26-40
2023-07-24,Social,3495.29,2912,90,1,163.41,3495.29,0.05,Centro,Adultos 26-40
2023-07-24,Email,1628.59,5428,1163,64,10496.41,25.45,6.45,Sur,Jovenes 18-25
2023-07-24,Display,4864.97,5405,40,1,116.45,4864.97,0.02,Norte,Jovenes 18-25
2023-07-31,SEO,3039.78,3799,153,4,615.86,759.94,0.2,Sur,Profesionales 41-55
2023-07-31,Paid Search,4422.53,1769,72,2,506.61,2211.27,0.11,Norte,Profesionales 41-55
2023-07-31,Paid Search,5056.54,2022,74,2,521.37,2528.27,0.1,Centro,Mayores 55+
2023-07-31,Social,3255.47,2712,75,1,173.17,3255.47,0.05,Sur,Jovenes 18-25
2023-07-31,Social,2740.44,2283,69,1,170.66,2740.44,0.06,Norte,Mayores 55+
2023-07-31,Email,1853.56,6178,1104,74,14433.92,25.05,7.79,Occidente,Profesionales 41-55
2023-07-31,Display,4546.99,5052,46,1,130.91,4546.99,0.03,Sur,Mayores 55+
2023-08-07,SEO,3096.83,3871,114,4,589.24,774.21,0.19,Centro,Profesionales 41-55
2023-08-07,Paid Search,3944.13,1577,75,2,482.88,1972.07,0.12,Sur,Profesionales 41-55
2023-08-07,Paid Search,4646.47,1858,83,3,642.27,1548.82,0.14,Sur,Mayores 55+
2023-08-07,Social,2937.47,2447,73,1,170.34,2937.47,0.06,Norte,Jovenes 18-25
2023-08-07,Social,3212.5,2677,64,1,171.11,3212.5,0.05,Sur,Jovenes 18-25
2023-08-07,Email,1774.46,5914,988,57,10388.4,31.13,5.85,Sur,Mayores 55+
2023-08-07,Display,4272.33,4747,33,1,134.46,4272.33,0.03,Occidente,Jovenes 18-25
2023-08-14,SEO,3044.19,3805,130,4,719.24,761.05,0.24,Norte,Jovenes 18-25
2023-08-14,Paid Search,4486.17,1794,61,2,497.36,2243.08,0.11,Centro,Adultos 26-40
2023-08-14,Paid Search,4834.27,1933,79,2,497.25,2417.14,0.1,Sur,Mayores 55+
2023-08-14,Social,2924.74,2437,75,1,163.0,2924.74,0.06,Centro,Mayores 55+
2023-08-14,Social,2723.36,2269,70,1,140.48,2723.36,0.05,Centro,Profesionales 41-55
2023-08-14,Email,1750.04,5833,859,44,7534.38,39.77,4.31,Occidente,Jovenes 18-25
2023-08-14,Display,4075.66,4528,31,1,136.91,4075.66,0.03,Sur,Mayores 55+
2023-08-21,SEO,3017.76,3772,115,4,794.06,754.44,0.26,Norte,Jovenes 18-25
2023-08-21,Paid Search,4997.19,1998,82,3,780.43,1665.73,0.16,Sur,Mayores 55+
2023-08-21,Paid Search,3933.01,1573,72,2,428.17,1966.51,0.11,Occidente,Adultos 26-40
2023-08-21,Social,3257.24,2714,66,1,126.21,3257.24,0.04,Centro,Mayores 55+
2023-08-21,Social,3004.85,2504,73,1,134.89,3004.85,0.04,Occidente,Profesionales 41-55
2023-08-21,Email,1882.89,6276,1108,56,10809.1,33.62,5.74,Centro,Profesionales 41-55
2023-08-21,Display,4679.67,5199,48,1,105.64,4679.67,0.02,Centro,Profesionales 41-55
2023-08-28,SEO,3097.48,3871,115,5,1071.06,619.5,0.35,Sur,Profesionales 41-55
2023-08-28,Paid Search,4911.55,1964,91,3,681.86,1637.18,0.14,Occidente,Profesionales 41-55
2023-08-28,Paid Search,5143.18,2057,83,2,370.74,2571.59,0.07,Occidente,Adultos 26-40
2023-08-28,Social,2667.03,2222,51,1,167.13,2667.03,0.06,Centro,Profesionales 41-55
2023-08-28,Social,2753.3,2294,52,1,132.24,2753.3,0.05,Norte,Profesionales 41-55
2023-08-28,Email,1805.44,6018,910,72,15779.48,25.08,8.74,Sur,Mayores 55+
2023-08-28,Display,4053.63,4504,40,1,109.81,4053.63,0.03,Norte,Mayores 55+
2023-09-04,SEO,2415.67,3019,124,7,1165.58,345.1,0.48,Norte,Jovenes 18-25
2023-09-04,Paid Search,4507.02,1802,66,3,755.16,1502.34,0.17,Occidente,Adultos 26-40
2023-09-04,Paid Search,4718.47,1887,85,3,727.35,1572.82,0.15,Sur,Adultos 26-40
2023-09-04,Social,2627.11,2189,53,1,131.22,2627.11,0.05,Sur,Jovenes 18-25
2023-09-04,Social,2696.85,2247,61,1,127.8,2696.85,0.05,Centro,Jovenes 18-25
2023-09-04,Email,1423.75,4745,925,47,8097.92,30.29,5.69,Centro,Jovenes 18-25
2023-09-04,Display,4328.39,4809,40,1,110.46,4328.39,0.03,Centro,Jovenes 18-25
2023-09-11,SEO,2713.02,3391,110,4,628.95,678.26,0.23,Norte,Adultos 26-40
2023-09-11,Paid Search,4094.07,1637,69,1,195.47,4094.07,0.05,Sur,Profesionales 41-55
2023-09-11,Paid Search,3987.14,1594,61,2,460.82,1993.57,0.12,Occidente,Jovenes 18-25
2023-09-11,Social,2476.37,2063,54,1,158.54,2476.37,0.06,Sur,Jovenes 18-25
2023-09-11,Social,2953.34,2461,63,1,176.7,2953.34,0.06,Occidente,Profesionales 41-55
2023-09-11,Email,1518.11,5060,831,67,15126.5,22.66,9.96,Centro,Mayores 55+
2023-09-11,Display,3984.17,4426,32,1,111.38,3984.17,0.03,Norte,Jovenes 18-25
2023-09-18,SEO,2250.55,2813,116,5,722.64,450.11,0.32,Norte,Adultos 26-40
2023-09-18,Paid Search,4414.62,1765,82,3,639.99,1471.54,0.14,Norte,Adultos 26-40
2023-09-18,Paid Search,4247.57,1699,77,3,732.65,1415.86,0.17,Norte,Adultos 26-40
2023-09-18,Social,2399.95,1999,60,1,124.39,2399.95,0.05,Sur,Profesionales 41-55
2023-09-18,Social,2848.79,2373,68,1,135.52,2848.79,0.05,Occidente,Mayores 55+
2023-09-18,Email,1558.6,5195,910,42,8982.28,37.11,5.76,Norte,Jovenes 18-25
2023-09-18,Display,4307.15,4785,39,1,99.48,4307.15,0.02,Norte,Profesionales 41-55
2023-09-25,SEO,2715.17,3393,109,3,597.3,905.06,0.22,Occidente,Mayores 55+
2023-09-25,Paid Search,4067.84,1627,72,2,445.89,2033.92,0.11,Sur,Mayores 55+
2023-09-25,Paid Search,4573.93,1829,87,2,463.59,2286.97,0.1,Centro,Profesionales 41-55
2023-09-25,Social,3184.21,2653,59,1,128.48,3184.21,0.04,Norte,Jovenes 18-25
2023-09-25,Social,2861.08,2384,63,1,125.11,2861.08,0.04,Sur,Profesionales 41-55
2023-09-25,Email,1370.28,4567,955,75,12854.73,18.27,9.38,Sur,Adultos 26-40
2023-09-25,Display,4140.26,4600,33,1,128.21,4140.26,0.03,Norte,Mayores 55+
2023-10-02,SEO,2608.51,3260,94,4,648.2,652.13,0.25,Sur,Mayores 55+
2023-10-02,Paid Search,4768.94,1907,75,3,589.92,1589.65,0.12,Centro,Jovenes 18-25
2023-10-02,Paid Search,4704.15,1881,73,2,460.48,2352.07,0.1,Centro,Adultos 26-40
2023-10-02,Social,2855.06,2379,63,1,145.7,2855.06,0.05,Norte,Profesionales 41-55
2023-10-02,Social,2586.79,2155,53,1,146.17,2586.79,0.06,Centro,Adultos 26-40
2023-10-02,Email,1580.81,5269,884,56,10955.2,28.23,6.93,Centro,Mayores 55+
2023-10-02,Display,4062.01,4513,31,1,136.41,4062.01,0.03,Sur,Adultos 26-40
2023-10-09,SEO,2322.43,2903,117,3,448.29,774.14,0.19,Norte,Jovenes 18-25
2023-10-09,Paid Search,4593.93,1837,79,3,584.17,1531.31,0.13,Norte,Profesionales 41-55
2023-10-09,Paid Search,4254.77,1701,85,3,732.65,1418.26,0.17,Centro,Mayores 55+
2023-10-09,Social,2567.58,2139,66,1,137.46,2567.58,0.05,Occidente,Jovenes 18-25
2023-10-09,Social,2713.3,2261,63,1,170.88,2713.3,0.06,Sur,Adultos 26-40
2023-10-09,Email,1475.8,4919,771,63,13403.44,23.43,9.08,Sur,Mayores 55+
2023-10-09,Display,4527.01,5030,32,1,107.12,4527.01,0.02,Centro,Profesionales 41-55
2023-10-16,SEO,2300.51,2875,107,4,803.94,575.13,0.35,Occidente,Mayores 55+
2023-10-16,Paid Search,4726.56,1890,91,2,466.14,2363.28,0.1,Norte,Profesionales 41-55
2023-10-16,Paid Search,4621.94,1848,70,2,382.6,2310.97,0.08,Occidente,Profesionales 41-55
2023-10-16,Social,2873.65,2394,77,1,135.1,2873.65,0.05,Sur,Mayores 55+
2023-10-16,Social,2676.43,2230,71,1,148.93,2676.43,0.06,Norte,Adultos 26-40
2023-10-16,Email,1472.95,4909,788,51,9305.7,28.88,6.32,Sur,Adultos 26-40
2023-10-16,Display,3588.83,3987,33,1,127.73,3588.83,0.04,Occidente,Profesionales 41-55
2023-10-23,SEO,2665.19,3331,115,5,795.85,533.04,0.3,Sur,Mayores 55+
2023-10-23,Paid Search,3598.28,1439,49,1,190.18,3598.28,0.05,Norte,Adultos 26-40
2023-10-23,Paid Search,3640.45,1456,55,1,260.32,3640.45,0.07,Norte,Profesionales 41-55
2023-10-23,Social,3175.69,2646,65,1,148.28,3175.69,0.05,Occidente,Adultos 26-40
2023-10-23,Social,2564.27,2136,57,1,154.96,2564.27,0.06,Sur,Profesionales 41-55
2023-10-23,Email,1350.47,4501,870,70,14540.59,19.29,10.77,Norte,Adultos 26-40
2023-10-23,Display,3853.85,4282,29,1,121.09,3853.85,0.03,Occidente,Adultos 26-40
2023-10-30,SEO,2579.13,3223,98,5,935.93,515.83,0.36,Norte,Jovenes 18-25
2023-10-30,Paid Search,4177.62,1671,59,2,497.64,2088.81,0.12,Occidente,Mayores 55+
2023-10-30,Paid Search,4036.68,1614,55,2,392.39,2018.34,0.1,Occidente,Mayores 55+
2023-10-30,Social,2674.43,2228,69,1,170.23,2674.43,0.06,Norte,Mayores 55+
2023-10-30,Social,2492.46,2077,57,1,171.54,2492.46,0.07,Centro,Mayores 55+
2023-10-30,Email,1391.01,4636,669,49,7867.89,28.39,5.66,Norte,Jovenes 18-25
2023-10-30,Display,3850.04,4277,30,1,115.62,3850.04,0.03,Norte,Adultos 26-40
2023-11-06,SEO,3300.15,4125,149,5,913.0,660.03,0.28,Centro,Profesionales 41-55
2023-11-06,Paid Search,6506.55,2602,104,3,673.76,2168.85,0.1,Occidente,Adultos 26-40
2023-11-06,Paid Search,5449.23,2179,93,3,608.96,1816.41,0.11,Centro,Mayores 55+
2023-11-06,Social,4047.38,3372,107,2,329.74,2023.69,0.08,Occidente,Adultos 26-40
2023-11-06,Social,3326.72,2772,77,1,168.05,3326.72,0.05,Norte,Adultos 26-40
2023-11-06,Email,1957.63,6525,1238,95,21456.74,20.61,10.96,Occidente,Mayores 55+
2023-11-06,Display,4732.79,5258,38,1,125.23,4732.79,0.03,Occidente,Mayores 55+
2023-11-13,SEO,3490.39,4362,153,7,1309.13,498.63,0.38,Sur,Mayores 55+
2023-11-13,Paid Search,5566.19,2226,82,3,740.23,1855.4,0.13,Centro,Adultos 26-40
2023-11-13,Paid Search,4876.67,1950,85,3,589.16,1625.56,0.12,Sur,Jovenes 18-25
2023-11-13,Social,3620.95,3017,89,2,250.42,1810.47,0.07,Centro,Mayores 55+
2023-11-13,Social,3613.45,3011,80,1,151.06,3613.45,0.04,Norte,Jovenes 18-25
2023-11-13,Email,2055.13,6850,1344,90,18597.11,22.83,9.05,Centro,Profesionales 41-55
2023-11-13,Display,4956.6,5507,52,1,115.39,4956.6,0.02,Norte,Profesionales 41-55
2023-11-20,SEO,3045.97,3807,133,6,1081.37,507.66,0.36,Centro,Jovenes 18-25
2023-11-20,Paid Search,6185.3,2474,122,5,1237.78,1237.06,0.2,Centro,Mayores 55+
2023-11-20,Paid Search,6462.76,2585,111,4,970.63,1615.69,0.15,Occidente,Mayores 55+
2023-11-20,Social,4229.66,3524,112,2,270.94,2114.83,0.06,Occidente,Adultos 26-40
2023-11-20,Social,3980.62,3317,82,1,177.33,3980.62,0.04,Norte,Profesionales 41-55
2023-11-20,Email,1872.07,6240,940,67,15120.96,27.94,8.08,Norte,Adultos 26-40
2023-11-20,Display,5362.02,5957,44,1,108.92,5362.02,0.02,Sur,Mayores 55+
2023-11-27,SEO,3615.08,4518,141,5,815.55,723.02,0.23,Sur,Adultos 26-40
2023-11-27,Paid Search,6239.73,2495,118,4,978.19,1559.93,0.16,Norte,Jovenes 18-25
2023-11-27,Paid Search,5969.06,2387,106,4,973.01,1492.26,0.16,Norte,Mayores 55+
2023-11-27,Social,3633.94,3028,78,2,345.72,1816.97,0.1,Centro,Mayores 55+
2023-11-27,Social,3420.38,2850,88,1,143.87,3420.38,0.04,Sur,Jovenes 18-25
2023-11-27,Email,2040.63,6802,1186,97,15772.69,21.04,7.73,Centro,Mayores 55+
2023-11-27,Display,5983.85,6648,59,1,101.78,5983.85,0.02,Occidente,Profesionales 41-55
2023-12-04,SEO,3566.58,4458,125,4,743.33,891.64,0.21,Centro,Profesionales 41-55
2023-12-04,Paid Search,5861.84,2344,88,3,590.6,1953.95,0.1,Occidente,Profesionales 41-55
2023-12-04,Paid Search,5441.94,2176,91,2,475.33,2720.97,0.09,Centro,Profesionales 41-55
2023-12-04,Social,4181.81,3484,88,1,127.87,4181.81,0.03,Sur,Jovenes 18-25
2023-12-04,Social,4030.4,3358,105,2,342.76,2015.2,0.09,Sur,Adultos 26-40
2023-12-04,Email,2207.27,7357,1450,92,14791.7,23.99,6.7,Occidente,Mayores 55+
2023-12-04,Display,4807.84,5342,49,1,121.63,4807.84,0.03,Centro,Mayores 55+
2023-12-11,SEO,3172.53,3965,142,6,1036.11,528.76,0.33,Sur,Jovenes 18-25
2023-12-11,Paid Search,5186.01,2074,78,3,553.42,1728.67,0.11,Centro,Profesionales 41-55
2023-12-11,Paid Search,5433.5,2173,93,4,794.72,1358.37,0.15,Norte,Mayores 55+
2023-12-11,Social,3350.48,2792,89,2,263.87,1675.24,0.08,Sur,Profesionales 41-55
2023-12-11,Social,3615.69,3013,90,1,164.19,3615.69,0.05,Norte,Mayores 55+
2023-12-11,Email,2094.05,6980,1238,102,23404.98,20.53,11.18,Centro,Mayores 55+
2023-12-11,Display,5612.66,6236,51,1,99.42,5612.66,0.02,Sur,Profesionales 41-55
2023-12-18,SEO,3099.82,3874,125,4,653.03,774.96,0.21,Occidente,Profesionales 41-55
2023-12-18,Paid Search,6329.46,2531,118,5,1209.07,1265.89,0.19,Occidente,Mayores 55+
2023-12-18,Paid Search,5104.11,2041,97,2,393.29,2552.05,0.08,Centro,Jovenes 18-25
2023-12-18,Social,3451.79,2876,77,1,176.21,3451.79,0.05,Occidente,Jovenes 18-25
2023-12-18,Social,3242.9,2702,72,1,125.0,3242.9,0.04,Centro,Adultos 26-40
2023-12-18,Email,1772.47,5908,1247,75,13376.14,23.63,7.55,Centro,Mayores 55+
2023-12-18,Display,5604.9,6227,42,1,97.37,5604.9,0.02,Centro,Profesionales 41-55
2023-12-25,SEO,3743.79,4679,161,8,1690.48,467.97,0.45,Occidente,Adultos 26-40
2023-12-25,Paid Search,6468.69,2587,117,3,685.76,2156.23,0.11,Occidente,Profesionales 41-55
2023-12-25,Paid Search,6365.58,2546,106,3,551.64,2121.86,0.09,Centro,Profesionales 41-55
2023-12-25,Social,3680.44,3067,74,1,151.4,3680.44,0.04,Sur,Profesionales 41-55
2023-12-25,Social,3538.19,2948,83,2,299.03,1769.09,0.08,Occidente,Profesionales 41-55
2023-12-25,Email,1726.8,5755,1007,57,10174.34,30.29,5.89,Norte,Profesionales 41-55
2023-12-25,Display,4895.48,5439,50,1,108.0,4895.48,0.02,Occidente,Mayores 55+
