customer_id,total_purchases,avg_order_value,days_since_last_purchase,product_category_preference,email_engagement_score,support_tickets_count,lifetime_value,region,signup_date
CUST-01472,59,467.43,241,Libros,0.934,9,17476.74,Zaragoza,2019-09-20
CUST-01473,81,233.11,217,Belleza,0.563,13,5760.97,Málaga,2023-04-10
CUST-01474,105,186.5,71,Electrónica,0.975,8,6218.06,Zaragoza,2021-12-13
CUST-01475,66,157.98,191,Deportes,0.024,13,10550.01,Sevilla,2019-10-30
CUST-01476,129,228.45,140,Deportes,0.107,7,13095.79,Sevilla,2022-01-20
CUST-01477,12,393.9,199,Alimentación,0.688,15,2480.92,Murcia,2021-05-27
CUST-01478,26,42.22,175,Electrónica,0.276,11,762.16,Zaragoza,2019-08-06
CUST-01479,35,442.21,37,Alimentación,0.325,13,16125.54,Barcelona,2022-11-25
CUST-01480,147,112.0,45,Libros,0.438,10,13425.73,Valencia,2022-04-12
CUST-01481,6,83.13,34,Libros,0.871,10,579.32,Bilbao,2020-01-10
CUST-01482,48,170.81,116,Deportes,0.461,10,3927.97,Murcia,2023-06-13
CUST-01483,6,83.03,328,Libros,0.411,12,510.86,Bilbao,2022-06-23
CUST-01484,132,196.14,289,Electrónica,0.437,1,30131.58,Madrid,2022-11-24
CUST-01485,73,293.79,324,Alimentación,0.067,2,17345.55,Málaga,2023-06-19
CUST-01486,132,425.46,44,Hogar,0.574,14,47682.04,Barcelona,2019-01-26
CUST-01487,71,240.87,77,Juguetes,0.65,2,7926.78,Barcelona,2021-03-24
CUST-01488,136,393.84,221,Alimentación,0.889,12,43774.49,Málaga,2018-01-14
CUST-01489,3,124.24,218,Electrónica,0.15,7,307.84,Zaragoza,2022-04-22
CUST-01490,52,388.41,294,Alimentación,0.925,18,8833.18,Málaga,2022-05-03
CUST-01491,79,103.07,13,Deportes,0.533,1,8154.88,Valencia,2021-01-11
CUST-01492,84,437.22,117,Ropa,0.658,6,21030.93,Málaga,2020-05-18
CUST-01493,56,389.59,13,Deportes,0.137,14,8962.42,Bilbao,2023-04-26
CUST-01494,114,435.75,106,Electrónica,0.38,14,34509.18,Zaragoza,2019-02-11
CUST-01495,32,60.03,89,Juguetes,0.507,18,1828.88,Sevilla,2018-09-07
CUST-01496,31,471.24,309,Deportes,0.358,10,9840.47,Valencia,2019-03-07
CUST-01497,123,138.81,57,Belleza,0.945,0,5233.58,Barcelona,2022-07-04
CUST-01498,26,187.02,158,Juguetes,0.837,13,5598.45,Zaragoza,2021-08-28
CUST-01499,22,330.46,199,Deportes,0.876,0,8405.55,Bilbao,2019-07-17
CUST-01500,37,426.0,90,Electrónica,0.565,4,12085.67,Málaga,2018-10-15
CUST-01501,16,304.16,107,Electrónica,0.866,9,3088.0,Murcia,2020-04-29
CUST-01502,45,99.7,265,Juguetes,0.965,5,2820.04,Valencia,2023-03-10
CUST-01503,8,256.31,156,Hogar,0.404,11,2292.61,Barcelona,2019-06-28
CUST-01504,7,175.82,240,Electrónica,0.034,4,1381.16,Málaga,2018-04-06
CUST-01505,41,63.56,178,Hogar,0.897,2,1766.57,Zaragoza,2018-05-16
CUST-01506,119,491.93,274,Alimentación,0.44,19,60207.03,Barcelona,2018-01-02
CUST-01507,121,451.28,131,Alimentación,0.128,17,34347.8,Bilbao,2021-06-10
CUST-01508,127,378.13,292,Alimentación,0.196,7,36653.69,Barcelona,2022-07-08
CUST-01509,22,375.44,206,Deportes,0.282,19,3260.14,Valencia,2019-04-09
CUST-01510,78,174.38,236,Hogar,0.668,16,10408.16,Bilbao,2022-12-15
CUST-01511,84,219.68,338,Hogar,0.145,1,17957.51,Bilbao,2022-06-26
CUST-01512,51,490.07,7,Electrónica,0.143,1,26289.27,Zaragoza,2019-05-03
CUST-01513,83,20.68,246,Juguetes,0.484,11,804.96,Valencia,2022-11-16
CUST-01514,55,234.8,134,Alimentación,0.546,3,12532.58,Zaragoza,2021-09-04
CUST-01515,48,138.81,249,Belleza,0.772,14,5976.09,Málaga,2021-09-30
CUST-01516,17,394.25,218,Libros,0.642,17,2772.09,Málaga,2019-04-11
CUST-01517,31,281.98,151,Ropa,0.126,11,5037.9,Murcia,2020-06-12
CUST-01518,102,412.71,261,Hogar,0.195,7,42025.71,Barcelona,2019-02-11
CUST-01519,145,432.06,268,Hogar,0.047,17,39242.55,Málaga,2019-04-17
CUST-01520,41,63.57,84,Belleza,0.635,19,1312.65,Valencia,2023-03-21
CUST-01521,52,150.03,205,Juguetes,0.296,16,9165.33,Valencia,2023-01-05
CUST-01522,83,81.02,153,Alimentación,0.0,8,6304.42,Murcia,2021-09-30
CUST-01523,18,43.72,210,Deportes,0.14,15,818.59,Bilbao,2022-04-15
CUST-01524,41,328.35,200,Juguetes,0.591,7,14147.53,Sevilla,2018-05-25
CUST-01525,36,447.93,63,Libros,0.726,18,18542.8,Sevilla,2018-11-07
CUST-01526,37,341.04,167,Alimentación,0.011,3,9698.04,Sevilla,2020-12-09
CUST-01527,60,335.3,152,Alimentación,0.822,17,19486.71,Barcelona,2020-07-19
CUST-01528,88,439.49,20,Ropa,0.382,8,15530.14,Valencia,2020-08-13
CUST-01529,125,382.85,115,Hogar,0.523,2,57324.36,Zaragoza,2021-05-20
CUST-01530,127,420.8,221,Deportes,0.422,20,21091.85,Málaga,2022-04-26
CUST-01531,65,325.53,168,Libros,0.42,8,25069.25,Bilbao,2018-06-20
CUST-01532,125,132.73,253,Ropa,0.221,13,14916.62,Madrid,2018-08-01
CUST-01533,133,437.14,341,Juguetes,0.383,19,23082.47,Murcia,2022-09-13
CUST-01534,31,483.86,122,Ropa,0.361,19,10194.46,Barcelona,2020-03-17
CUST-01535,113,428.33,293,Belleza,0.863,1,55476.46,Madrid,2022-07-24
CUST-01536,56,289.96,12,Electrónica,0.631,10,6315.25,Zaragoza,2023-03-01
CUST-01537,117,426.97,129,Electrónica,0.359,11,30829.56,Zaragoza,2023-06-01
CUST-01538,115,395.1,166,Libros,0.458,20,24392.87,Sevilla,2022-06-14
CUST-01539,143,388.84,280,Deportes,0.648,12,54380.12,Valencia,2022-05-19
CUST-01540,23,176.88,315,Alimentación,0.538,7,2379.44,Valencia,2019-09-19
CUST-01541,104,166.77,254,Ropa,0.639,12,8358.71,Barcelona,2022-10-20
CUST-01542,87,405.86,185,Belleza,0.755,5,20849.88,Murcia,2018-08-17
CUST-01543,130,354.61,286,Libros,0.296,17,36161.62,Sevilla,2020-03-26
CUST-01544,24,58.91,306,Deportes,0.915,12,1508.55,Barcelona,2018-10-26
CUST-01545,102,79.52,197,Belleza,0.104,9,6911.24,Málaga,2023-06-12
CUST-01546,58,229.63,20,Belleza,0.246,4,11996.93,Barcelona,2019-07-15
CUST-01547,58,419.13,112,Alimentación,0.245,7,16927.23,Madrid,2022-07-21
CUST-01548,4,158.94,10,Hogar,0.858,15,670.18,Sevilla,2020-04-28
CUST-01549,48,426.23,297,Juguetes,0.4,18,22499.7,Sevilla,2020-03-03
CUST-01550,68,224.19,186,Belleza,0.9,7,8966.14,Bilbao,2020-01-02
CUST-01551,83,432.07,359,Hogar,0.247,17,29444.79,Barcelona,2018-07-17
CUST-01552,27,406.52,309,Belleza,0.228,11,10381.23,Murcia,2021-08-13
CUST-01553,69,293.52,27,Alimentación,0.46,14,15137.4,Sevilla,2020-06-12
CUST-01554,6,286.58,286,Hogar,0.65,11,1253.44,Barcelona,2021-12-17
CUST-01555,91,46.73,141,Ropa,0.57,0,4006.86,Valencia,2020-10-02
CUST-01556,102,119.37,231,Hogar,0.31,9,7274.76,Zaragoza,2021-03-13
CUST-01557,139,490.39,300,Hogar,0.314,0,80011.13,Zaragoza,2018-04-19
CUST-01558,19,312.72,271,Ropa,0.414,5,5699.86,Málaga,2019-05-25
CUST-01559,8,329.96,253,Hogar,0.729,10,1003.59,Valencia,2023-04-22
CUST-01560,105,199.93,242,Juguetes,0.139,10,9755.09,Zaragoza,2019-09-30
CUST-01561,111,441.35,255,Hogar,0.091,8,32396.25,Málaga,2019-04-10
CUST-01562,87,234.09,48,Ropa,0.524,0,22226.68,Málaga,2018-05-05
CUST-01563,25,96.73,270,Belleza,0.013,10,1562.86,Madrid,2018-02-26
CUST-01564,45,106.41,317,Ropa,0.498,17,2377.64,Málaga,2019-12-09
CUST-01565,96,293.38,225,Hogar,0.706,5,21309.13,Barcelona,2022-07-26
CUST-01566,10,468.62,61,Electrónica,0.807,9,5349.43,Murcia,2018-08-09
CUST-01567,133,96.18,51,Hogar,0.498,19,5624.97,Málaga,2021-06-09
CUST-01568,141,418.41,229,Alimentación,0.944,17,21174.61,Málaga,2019-05-20
CUST-01569,62,480.79,251,Hogar,0.188,12,10058.48,Málaga,2018-05-01
CUST-01570,134,59.11,335,Ropa,0.321,16,6389.64,Murcia,2021-12-09
CUST-01571,73,170.35,229,Deportes,0.764,9,14298.68,Zaragoza,2020-05-23
CUST-01572,97,54.96,12,Juguetes,0.491,10,4292.23,Zaragoza,2021-06-02
CUST-01573,128,496.26,147,Libros,0.771,1,49215.98,Zaragoza,2018-03-27
CUST-01574,79,447.66,292,Ropa,0.543,20,20592.71,Sevilla,2018-04-09
CUST-01575,78,201.68,180,Electrónica,0.964,1,16381.86,Madrid,2021-11-02
CUST-01576,131,194.85,357,Hogar,0.045,6,9923.89,Zaragoza,2023-04-30
CUST-01577,82,50.39,104,Deportes,0.495,18,3621.18,Valencia,2018-02-01
CUST-01578,53,451.66,59,Juguetes,0.924,0,26665.86,Madrid,2021-09-12
CUST-01579,100,415.89,190,Hogar,0.918,12,14151.95,Málaga,2018-10-18
CUST-01580,109,344.99,363,Libros,0.864,20,21763.84,Sevilla,2023-04-10
CUST-01581,3,216.71,211,Juguetes,0.377,6,672.92,Bilbao,2020-09-26
CUST-01582,102,35.27,229,Electrónica,0.129,7,1307.6,Bilbao,2018-08-23
CUST-01583,126,47.25,274,Hogar,0.327,8,6904.78,Barcelona,2022-01-04
CUST-01584,138,153.92,291,Libros,0.261,3,13921.66,Zaragoza,2022-12-19
CUST-01585,143,425.53,102,Ropa,0.127,1,43938.0,Sevilla,2018-08-12
CUST-01586,10,419.05,94,Deportes,0.084,2,2168.9,Barcelona,2021-06-14
CUST-01587,37,229.38,21,Alimentación,0.663,16,8403.13,Málaga,2019-01-23
CUST-01588,12,290.87,78,Belleza,0.341,8,3943.0,Sevilla,2019-12-19
CUST-01589,15,204.79,78,Deportes,0.947,16,1097.52,Murcia,2019-01-12
CUST-01590,113,27.28,225,Belleza,0.069,7,2594.02,Sevilla,2019-08-13
CUST-01591,141,482.63,29,Hogar,0.111,2,45521.36,Valencia,2020-12-30
CUST-01592,83,194.63,73,Hogar,0.902,7,4932.09,Madrid,2018-01-08
CUST-01593,146,73.03,114,Juguetes,0.762,1,8607.47,Madrid,2018-06-01
CUST-01594,147,327.72,144,Alimentación,0.686,12,33949.01,Madrid,2022-03-13
CUST-01595,65,182.4,325,Alimentación,0.455,4,8403.54,Sevilla,2022-12-07
CUST-01596,37,154.13,89,Deportes,0.963,12,6838.96,Málaga,2022-12-12
CUST-01597,6,224.39,153,Belleza,0.144,14,901.15,Valencia,2022-12-07
CUST-01598,33,422.47,180,Juguetes,0.208,12,9466.66,Sevilla,2020-05-05
CUST-01599,114,476.9,237,Alimentación,0.364,10,48866.66,Murcia,2018-09-30
CUST-01600,56,360.61,291,Deportes,0.195,19,12663.22,Sevilla,2020-08-06
CUST-01601,79,118.55,72,Belleza,0.47,17,8307.28,Zaragoza,2019-09-08
CUST-01602,52,120.33,282,Electrónica,0.89,12,7154.5,Zaragoza,2020-06-03
CUST-01603,7,351.58,197,Alimentación,0.567,5,1343.71,Valencia,2022-03-08
CUST-01604,148,394.2,101,Juguetes,0.151,10,42106.4,Valencia,2022-11-13
CUST-01605,81,311.02,313,Alimentación,0.531,20,27417.76,Valencia,2021-10-16
CUST-01606,22,25.41,27,Ropa,0.332,2,325.33,Barcelona,2023-01-21
CUST-01607,39,479.61,157,Deportes,0.841,11,16103.11,Málaga,2019-10-09
CUST-01608,87,356.25,148,Alimentación,0.303,17,13755.99,Murcia,2022-12-09
CUST-01609,107,72.44,316,Hogar,0.41,17,6178.3,Valencia,2020-08-19
CUST-01610,30,336.98,75,Deportes,0.909,3,9908.29,Bilbao,2018-10-05
CUST-01611,98,246.29,10,Alimentación,0.586,11,27463.58,Zaragoza,2021-04-12
CUST-01612,6,485.59,343,Alimentación,0.567,10,3464.3,Valencia,2022-12-21
CUST-01613,46,80.45,153,Ropa,0.677,4,1479.82,Málaga,2023-03-30
CUST-01614,75,360.03,42,Belleza,0.355,15,8488.43,Sevilla,2022-12-30
CUST-01615,94,427.86,98,Hogar,0.513,16,44797.83,Zaragoza,2018-02-18
CUST-01616,43,40.23,122,Belleza,0.701,8,1217.91,Murcia,2020-06-05
CUST-01617,70,378.75,336,Electrónica,0.458,2,15897.61,Málaga,2018-03-06
CUST-01618,147,24.32,194,Electrónica,0.2,15,2295.23,Valencia,2018-03-15
CUST-01619,86,192.9,262,Juguetes,0.854,13,11056.43,Bilbao,2019-12-02
CUST-01620,67,282.91,250,Belleza,0.282,2,21267.89,Valencia,2023-02-25
CUST-01621,131,449.47,11,Belleza,0.811,3,30539.29,Barcelona,2018-12-29
CUST-01622,40,292.38,121,Ropa,0.779,2,3610.08,Málaga,2018-01-28
CUST-01623,40,297.64,235,Ropa,0.631,10,11995.11,Málaga,2018-08-05
CUST-01624,36,111.77,41,Electrónica,0.186,2,1221.03,Barcelona,2022-06-10
CUST-01625,13,362.73,198,Deportes,0.32,16,2232.19,Sevilla,2022-08-02
CUST-01626,48,242.57,346,Alimentación,0.592,1,8130.15,Sevilla,2020-11-05
CUST-01627,46,487.48,134,Ropa,0.144,17,18340.45,Madrid,2019-01-23
CUST-01628,49,105.72,164,Ropa,0.756,7,2311.34,Barcelona,2021-07-25
CUST-01629,130,325.69,111,Juguetes,0.427,11,40726.51,Bilbao,2020-12-22
CUST-01630,73,380.83,33,Libros,0.062,15,16952.83,Madrid,2022-02-10
CUST-01631,21,341.91,228,Juguetes,0.012,2,4211.55,Madrid,2022-04-29
CUST-01632,146,142.28,163,Ropa,0.451,15,13157.52,Málaga,2019-09-07
CUST-01633,140,499.56,97,Belleza,0.228,5,23669.22,Murcia,2019-12-24
CUST-01634,119,172.32,206,Alimentación,0.464,14,14496.95,Zaragoza,2018-10-18
CUST-01635,7,438.58,162,Juguetes,0.381,20,1333.77,Zaragoza,2020-01-19
CUST-01636,45,88.25,94,Juguetes,0.217,0,2589.9,Madrid,2018-11-03
CUST-01637,51,25.52,200,Belleza,0.158,17,715.71,Bilbao,2019-01-25
CUST-01638,111,226.03,81,Alimentación,0.487,1,15506.02,Murcia,2018-08-06
CUST-01639,123,309.79,72,Belleza,0.235,15,38990.47,Barcelona,2020-05-02
CUST-01640,79,321.28,173,Electrónica,0.63,19,17413.93,Murcia,2018-09-07
CUST-01641,88,366.51,352,Libros,0.864,11,26085.97,Valencia,2020-08-27
CUST-01642,115,194.45,126,Electrónica,0.209,10,20560.59,Barcelona,2023-02-07
CUST-01643,72,284.17,295,Alimentación,0.794,6,22745.04,Málaga,2023-06-01
CUST-01644,61,409.46,127,Deportes,0.489,15,27512.27,Málaga,2019-10-04
CUST-01645,38,317.45,41,Juguetes,0.529,14,10161.23,Barcelona,2022-12-30
CUST-01646,116,203.94,98,Ropa,0.791,8,22254.58,Bilbao,2020-01-16
CUST-01647,64,123.32,1,Alimentación,0.327,19,5795.43,Madrid,2018-10-27
CUST-01648,125,492.86,309,Belleza,0.883,6,64177.94,Bilbao,2021-08-15
CUST-01649,76,370.71,99,Ropa,0.524,16,15614.31,Sevilla,2022-06-08
CUST-01650,3,159.62,104,Juguetes,0.144,0,156.08,Zaragoza,2021-08-11
CUST-01651,95,240.5,75,Ropa,0.447,12,18272.01,Zaragoza,2021-05-01
CUST-01652,28,469.4,233,Belleza,0.276,19,9305.39,Murcia,2018-11-30
CUST-01653,5,75.1,167,Belleza,0.553,11,160.56,Valencia,2022-08-31
CUST-01654,112,328.47,202,Electrónica,0.178,19,38718.79,Zaragoza,2018-03-12
CUST-01655,145,381.9,20,Belleza,0.883,1,52634.36,Bilbao,2022-01-01
CUST-01656,17,464.57,71,Alimentación,0.152,16,3530.61,Valencia,2022-01-01
CUST-01657,93,486.57,173,Ropa,0.081,10,44154.38,Sevilla,2020-10-05
CUST-01658,135,216.93,202,Electrónica,0.695,17,30473.41,Zaragoza,2022-07-26
CUST-01659,41,70.9,133,Alimentación,0.227,1,2558.89,Sevilla,2021-02-16
CUST-01660,58,247.17,21,Electrónica,0.219,7,16557.48,Madrid,2023-05-09
CUST-01661,83,202.95,324,Belleza,0.67,0,12788.98,Valencia,2019-08-17
CUST-01662,107,281.77,20,Electrónica,0.2,1,14711.48,Murcia,2021-04-08
CUST-01663,90,355.38,297,Electrónica,0.882,16,35461.56,Murcia,2018-12-03
CUST-01664,39,275.07,321,Deportes,0.744,9,5783.13,Zaragoza,2020-02-06
CUST-01665,52,380.77,131,Hogar,0.334,10,21941.12,Zaragoza,2020-03-15
CUST-01666,116,28.98,308,Libros,0.968,16,3338.2,Barcelona,2019-02-24
CUST-01667,11,202.91,54,Ropa,0.743,6,1071.65,Valencia,2021-03-13
CUST-01668,78,190.06,27,Deportes,0.648,7,12010.39,Bilbao,2022-12-17
CUST-01669,131,26.55,6,Deportes,0.216,5,3736.55,Bilbao,2019-02-27
CUST-01670,84,237.07,200,Juguetes,0.602,5,22477.53,Murcia,2020-09-10
CUST-01671,20,313.94,0,Deportes,0.853,19,2166.34,Bilbao,2018-01-23
CUST-01672,78,230.85,290,Electrónica,0.961,3,6269.51,Bilbao,2019-03-17
CUST-01673,96,51.91,213,Juguetes,0.654,9,4950.47,Sevilla,2023-01-15
CUST-01674,37,142.42,104,Libros,0.12,20,5110.58,Barcelona,2021-10-28
CUST-01675,45,21.96,44,Alimentación,0.725,14,1070.04,Madrid,2021-04-02
CUST-01676,6,355.9,245,Libros,0.063,4,1054.73,Bilbao,2020-03-25
CUST-01677,10,256.25,238,Electrónica,0.412,0,2098.9,Zaragoza,2018-04-01
CUST-01678,73,363.65,103,Libros,0.802,0,24001.13,Barcelona,2023-05-27
CUST-01679,115,408.02,332,Deportes,0.044,18,49355.37,Sevilla,2020-06-10
CUST-01680,13,153.96,45,Deportes,0.598,14,2078.82,Murcia,2021-01-20
CUST-01681,96,367.21,276,Belleza,0.146,20,21578.16,Valencia,2018-12-23
CUST-01682,120,492.0,149,Belleza,0.148,15,53616.56,Zaragoza,2020-04-15
CUST-01683,23,307.04,70,Juguetes,0.333,11,6220.97,Málaga,2020-07-12
CUST-01684,88,260.58,320,Electrónica,0.145,10,18028.15,Valencia,2022-08-31
CUST-01685,53,414.97,202,Hogar,0.082,13,24031.12,Valencia,2020-10-23
CUST-01686,148,16.96,281,Ropa,0.665,5,2424.09,Madrid,2021-11-01
CUST-01687,30,172.86,191,Alimentación,0.548,12,3997.26,Málaga,2022-08-06
CUST-01688,148,185.3,208,Deportes,0.688,3,13800.87,Zaragoza,2021-08-11
CUST-01689,49,362.36,258,Hogar,0.8,15,7633.5,Murcia,2018-05-28
CUST-01690,104,161.89,107,Deportes,0.542,3,19469.72,Bilbao,2019-01-27
CUST-01691,8,158.46,106,Electrónica,0.186,2,456.77,Madrid,2020-07-15
CUST-01692,92,335.87,5,Juguetes,0.698,9,18813.57,Barcelona,2020-02-07
CUST-01693,110,315.34,244,Libros,0.635,18,11713.5,Sevilla,2020-10-03
CUST-01694,82,185.48,130,Alimentación,0.701,12,14869.07,Madrid,2022-04-26
CUST-01695,90,475.32,350,Juguetes,0.49,0,27462.73,Barcelona,2023-05-26
CUST-01696,122,137.3,47,Ropa,0.083,20,18929.51,Murcia,2020-07-20
CUST-01697,62,307.75,240,Belleza,0.034,9,15214.09,Zaragoza,2021-12-12
CUST-01698,106,61.05,350,Deportes,0.128,0,7390.12,Murcia,2020-06-29
CUST-01699,119,148.25,289,Hogar,0.388,17,15671.73,Barcelona,2018-04-10
CUST-01700,133,253.18,231,Ropa,0.293,5,11308.55,Bilbao,2021-05-16
CUST-01701,29,348.1,39,Juguetes,0.199,15,5291.12,Málaga,2020-03-04
CUST-01702,12,161.6,114,Juguetes,0.34,18,2057.46,Valencia,2019-04-14
CUST-01703,26,94.75,67,Ropa,0.74,19,1986.8,Murcia,2020-06-16
CUST-01704,111,24.96,268,Belleza,0.898,11,2414.12,Murcia,2018-08-06
CUST-01705,9,150.27,285,Alimentación,0.702,2,485.06,Zaragoza,2019-06-23
CUST-01706,103,260.95,124,Alimentación,0.907,4,10990.62,Málaga,2018-11-28
CUST-01707,51,231.36,279,Hogar,0.373,8,8614.62,Barcelona,2023-06-12
CUST-01708,30,286.44,118,Juguetes,0.202,9,3608.23,Valencia,2021-12-07
CUST-01709,96,44.1,6,Electrónica,0.113,8,3501.25,Zaragoza,2018-01-19
CUST-01710,82,461.55,245,Hogar,0.801,6,33972.8,Bilbao,2020-09-06
CUST-01711,26,98.62,283,Deportes,0.633,17,2750.85,Murcia,2018-05-26
CUST-01712,131,85.52,34,Hogar,0.478,2,9069.39,Valencia,2019-05-21
CUST-01713,58,416.57,208,Belleza,0.06,13,8181.37,Zaragoza,2019-10-19
CUST-01714,50,340.75,191,Electrónica,0.391,19,17935.98,Zaragoza,2019-04-06
CUST-01715,131,446.04,330,Alimentación,0.872,20,25800.7,Valencia,2021-05-11
CUST-01716,20,224.88,15,Alimentación,0.417,17,1692.71,Bilbao,2023-01-01
CUST-01717,95,149.53,143,Electrónica,0.465,10,8141.76,Valencia,2021-01-01
CUST-01718,121,263.05,197,Libros,0.757,18,29464.93,Málaga,2023-03-07
CUST-01719,87,59.13,250,Alimentación,0.975,17,3936.93,Valencia,2021-07-17
CUST-01720,69,468.07,147,Libros,0.594,7,18788.57,Barcelona,2023-01-30
CUST-01721,145,107.76,156,Deportes,0.192,10,11967.41,Málaga,2020-04-22
CUST-01722,109,339.8,96,Libros,0.768,4,37853.78,Bilbao,2021-11-10
CUST-01723,93,360.62,283,Deportes,0.321,14,27620.75,Bilbao,2018-12-22
CUST-01724,64,114.78,324,Libros,0.83,5,8069.83,Barcelona,2022-07-17
CUST-01725,63,204.94,138,Belleza,0.932,14,10118.11,Murcia,2018-10-27
CUST-01726,65,75.35,192,Ropa,0.813,12,1483.73,Bilbao,2019-01-22
CUST-01727,117,468.35,281,Alimentación,0.584,8,41646.04,Bilbao,2020-05-11
CUST-01728,14,491.07,321,Libros,0.982,19,2731.23,Sevilla,2020-06-14
CUST-01729,31,82.77,62,Belleza,0.361,1,864.52,Zaragoza,2018-05-24
CUST-01730,141,274.58,65,Ropa,0.784,13,18754.06,Bilbao,2022-12-31
CUST-01731,29,178.74,319,Electrónica,0.72,9,3560.12,Madrid,2019-04-18
CUST-01732,142,186.47,121,Libros,0.152,17,21863.71,Sevilla,2022-04-11
CUST-01733,99,113.52,315,Hogar,0.017,5,4293.77,Sevilla,2022-02-25
CUST-01734,32,61.41,208,Alimentación,0.221,14,1667.69,Bilbao,2023-01-01
CUST-01735,72,67.08,122,Deportes,0.671,13,3968.49,Valencia,2021-05-13
CUST-01736,55,127.61,41,Alimentación,0.409,14,4900.88,Zaragoza,2022-02-22
CUST-01737,6,277.51,139,Juguetes,0.205,15,1153.86,Zaragoza,2022-11-28
CUST-01738,6,257.03,315,Belleza,0.388,14,1304.53,Málaga,2020-02-03
CUST-01739,97,96.67,206,Ropa,0.207,10,5794.41,Valencia,2019-07-16
CUST-01740,60,199.03,240,Libros,0.961,18,6205.74,Sevilla,2021-11-29
CUST-01741,6,203.6,176,Alimentación,0.36,0,906.26,Barcelona,2022-01-23
CUST-01742,23,227.12,178,Juguetes,0.229,11,5852.9,Murcia,2019-06-17
CUST-01743,44,121.28,299,Hogar,0.645,19,4150.82,Murcia,2019-02-05
CUST-01744,94,38.27,117,Juguetes,0.09,5,1378.3,Madrid,2021-11-25
CUST-01745,21,269.75,130,Libros,0.453,9,2421.51,Madrid,2020-06-11
CUST-01746,59,213.59,85,Hogar,0.521,7,13668.29,Bilbao,2021-06-25
CUST-01747,74,280.75,216,Hogar,0.895,7,6553.91,Madrid,2023-05-23
CUST-01748,18,389.83,137,Ropa,0.817,5,5477.13,Sevilla,2022-05-15
CUST-01749,46,89.07,95,Belleza,0.246,0,2429.36,Murcia,2018-12-18
CUST-01750,129,259.69,29,Electrónica,0.394,5,11507.59,Bilbao,2018-11-16
CUST-01751,95,293.32,142,Deportes,0.462,14,12752.06,Valencia,2018-08-14
CUST-01752,11,47.53,193,Hogar,0.136,9,373.66,Sevilla,2022-06-25
CUST-01753,141,277.61,206,Juguetes,0.889,14,45636.62,Murcia,2023-04-16
CUST-01754,65,268.88,208,Juguetes,0.167,15,7228.85,Málaga,2018-03-16
CUST-01755,95,423.34,59,Ropa,0.604,13,25912.61,Sevilla,2019-09-06
CUST-01756,81,251.3,8,Electrónica,0.216,20,19852.78,Málaga,2020-07-10
CUST-01757,102,133.58,8,Libros,0.901,14,7189.02,Valencia,2020-03-28
CUST-01758,96,442.96,237,Alimentación,0.13,1,22147.83,Murcia,2018-10-26
CUST-01759,96,40.76,238,Libros,0.909,20,4245.18,Barcelona,2018-06-09
CUST-01760,132,282.53,20,Belleza,0.934,15,13462.38,Bilbao,2019-11-10
CUST-01761,130,95.48,51,Libros,0.146,17,6735.56,Sevilla,2018-02-20
CUST-01762,7,232.45,171,Belleza,0.799,14,996.2,Sevilla,2019-10-31
CUST-01763,14,403.59,299,Belleza,0.123,14,5552.19,Bilbao,2020-06-06
CUST-01764,40,467.48,193,Ropa,0.33,14,17919.53,Madrid,2021-07-24
CUST-01765,37,384.62,100,Hogar,0.093,12,7801.17,Bilbao,2019-03-28
CUST-01766,78,20.88,68,Electrónica,0.194,18,772.46,Madrid,2022-06-26
CUST-01767,141,290.57,107,Juguetes,0.001,2,18315.9,Valencia,2018-03-18
CUST-01768,17,121.26,84,Alimentación,0.925,15,830.37,Bilbao,2021-10-02
CUST-01769,96,427.54,132,Belleza,0.577,17,45158.62,Murcia,2022-07-26
CUST-01770,135,90.47,349,Belleza,0.835,18,9380.46,Málaga,2019-07-26
CUST-01771,6,225.43,139,Deportes,0.328,16,771.66,Sevilla,2023-06-16
CUST-01772,77,403.81,131,Electrónica,0.106,4,24859.54,Zaragoza,2022-09-26
CUST-01773,119,454.01,50,Deportes,0.697,16,33858.5,Sevilla,2022-03-01
CUST-01774,146,175.64,41,Juguetes,0.242,19,18798.09,Zaragoza,2023-03-17
CUST-01775,15,226.28,221,Belleza,0.154,15,4006.93,Barcelona,2019-11-15
CUST-01776,79,129.31,251,Ropa,0.928,12,8474.58,Málaga,2020-04-10
CUST-01777,74,132.97,84,Deportes,0.336,19,5849.05,Zaragoza,2020-02-11
CUST-01778,22,54.92,4,Ropa,0.15,13,898.19,Barcelona,2018-07-09
CUST-01779,1,243.54,16,Electrónica,0.133,11,221.83,Valencia,2023-02-24
CUST-01780,11,95.13,158,Ropa,0.33,1,1252.25,Málaga,2018-06-18
CUST-01781,50,397.93,200,Electrónica,0.824,15,7894.63,Madrid,2021-04-30
CUST-01782,73,82.23,236,Ropa,0.606,8,2651.16,Bilbao,2022-05-09
CUST-01783,58,349.18,16,Alimentación,0.393,10,18196.97,Barcelona,2021-11-24
CUST-01784,92,476.58,156,Alimentación,0.294,12,29647.03,Murcia,2023-03-21
CUST-01785,84,117.12,236,Libros,0.149,4,3277.24,Sevilla,2018-05-01
CUST-01786,28,499.14,64,Hogar,0.149,2,7745.84,Barcelona,2019-11-13
CUST-01787,124,226.14,62,Deportes,0.93,17,26819.95,Málaga,2019-09-12
CUST-01788,9,191.64,200,Alimentación,0.191,2,593.35,Sevilla,2022-09-19
