OrderDate,Region,Category,SubCategory,Sales,Profit,Quantity,Discount
2024-04-28,South,Furniture,Cabinets,1623.89,-40.2,3,0.25
2025-06-30,South,Technology,Phones,855.69,67.66,1,0.15
2025-11-17,East,Office Supplies,Markers,303.82,56.72,6,0.1
2024-05-29,East,Furniture,Sofas,828.4,100.85,3,0
2025-04-08,East,Furniture,Tables,1959.07,191.05,3,0.15
2025-12-13,South,Furniture,Chairs,2345.62,566.09,2,0.15
2025-12-02,South,Furniture,Chairs,427.23,74.39,2,0.05
2025-03-29,West,Furniture,Sofas,1985.73,61.59,3,0.25
2024-07-17,South,Technology,Laptops,1477.66,358.33,1,0.05
2025-06-10,East,Technology,Phones,728.49,59.87,3,0.05
2024-09-18,East,Technology,Printers,1108.08,89.47,2,0
2024-11-26,East,Furniture,Sofas,1430.16,173.93,3,0.2
2025-12-25,South,Furniture,Tables,2409.67,499.41,3,0
2024-06-12,Central,Furniture,Cabinets,593.09,108.34,1,0.05
2024-12-05,South,Technology,Laptops,1432.92,307.7,4,0.2
2025-10-26,East,Office Supplies,Scissors,148.21,5.06,8,0.25
2025-09-28,West,Office Supplies,Scissors,355.98,47.52,13,0.3
2025-01-30,South,Furniture,Sofas,451.88,36.67,3,0.3
2025-06-10,Central,Technology,Phones,550.19,84.06,2,0.1
2024-04-08,West,Furniture,Chairs,1716.56,66.7,1,0.25
2024-08-06,Central,Office Supplies,Binders,222.04,21.1,14,0.25
2024-03-14,West,Office Supplies,Labels,290.99,18.81,2,0
2024-07-01,South,Furniture,Chairs,1607.42,211.42,1,0.1
2025-04-06,Central,Technology,Accessories,172.8,8.84,1,0.2
2025-09-25,East,Furniture,Chairs,1871.85,441.03,1,0.1
2024-04-18,South,Furniture,Sofas,1673.79,214.26,2,0.3
2025-01-25,Central,Furniture,Chairs,1395.37,107.83,3,0.05
2025-02-04,South,Furniture,Tables,1025.92,-39.05,3,0.25
2024-01-12,West,Office Supplies,Paper,16.94,2.67,20,0.15
2024-03-28,South,Office Supplies,Scissors,300.45,39.82,12,0.05
2025-10-23,West,Office Supplies,Binders,100.0,7.29,9,0.05
2025-11-18,East,Furniture,Cabinets,1753.82,323.29,1,0.1
2024-09-13,East,Office Supplies,Scissors,238.53,18.04,11,0.1
2025-11-02,West,Office Supplies,Markers,253.51,37.31,7,0.1
2024-12-02,South,Furniture,Tables,1587.66,-87.48,2,0.3
2025-03-14,West,Office Supplies,Markers,109.78,7.9,8,0.25
2025-03-22,South,Technology,Laptops,1067.43,152.18,3,0.15
2025-01-02,South,Technology,Phones,387.29,-25.49,1,0.3
2024-05-23,West,Technology,Phones,1132.02,2.44,1,0.3
2024-02-01,Central,Furniture,Tables,2303.24,365.51,3,0.1
2025-07-06,Central,Furniture,Tables,1168.22,31.4,1,0.3
2024-10-24,West,Technology,Phones,685.66,-53.71,1,0.25
2025-09-20,West,Furniture,Tables,1337.06,320.55,1,0.2
2025-11-06,West,Furniture,Cabinets,2372.27,479.9,1,0.05
2024-08-25,East,Technology,Accessories,465.93,107.88,2,0.2
2025-01-04,Central,Technology,Printers,1340.1,-70.73,1,0.25
2025-12-21,South,Furniture,Sofas,1615.13,202.43,3,0.05
2025-01-22,South,Furniture,Chairs,1484.99,227.61,2,0.05
2024-12-27,South,Technology,Printers,1347.68,305.12,1,0.2
2025-03-26,West,Office Supplies,Paper,213.1,17.06,9,0.05
2024-06-10,South,Furniture,Chairs,1788.33,-91.08,2,0.3
2024-04-26,Central,Furniture,Cabinets,1405.94,252.3,3,0.05
2025-02-24,East,Office Supplies,Paper,64.24,4.94,19,0.05
2025-06-08,East,Furniture,Tables,517.42,79.34,2,0.05
2025-02-19,East,Furniture,Sofas,2389.23,409.29,1,0.15
2025-04-27,Central,Office Supplies,Binders,334.69,69.92,20,0.05
2024-07-05,South,Office Supplies,Scissors,278.95,46.9,15,0.2
2024-08-23,Central,Technology,Laptops,296.57,65.81,2,0.2
2025-05-31,Central,Office Supplies,Envelopes,52.07,8.85,16,0.2
2025-06-28,East,Office Supplies,Labels,268.87,57.94,20,0.2
2025-11-25,Central,Furniture,Cabinets,1177.79,10.54,1,0.25
2024-08-22,Central,Technology,Accessories,945.21,72.57,1,0.15
2025-05-03,West,Office Supplies,Markers,245.34,24.92,18,0.15
2024-01-06,East,Furniture,Chairs,1491.5,-131.81,2,0.25
2024-11-19,Central,Technology,Phones,358.95,79.33,3,0.1
2025-03-09,South,Furniture,Sofas,2482.78,-220.7,2,0.3
2025-07-19,Central,Office Supplies,Markers,230.25,57.03,16,0.1
2025-08-14,South,Furniture,Cabinets,1945.14,388.18,3,0
2025-04-02,West,Office Supplies,Binders,210.71,3.2,11,0.3
2025-12-14,East,Office Supplies,Labels,386.36,-47.4,1,0.3
2024-05-28,Central,Furniture,Cabinets,585.1,72.65,2,0.05
2025-09-15,East,Furniture,Cabinets,2354.44,426.71,2,0.2
2024-10-20,East,Office Supplies,Scissors,205.33,45.2,1,0.05
2025-06-14,South,Office Supplies,Paper,316.82,60.1,17,0.2
2025-09-21,West,Furniture,Chairs,1155.45,283.23,3,0
2024-03-29,South,Technology,Accessories,1054.04,94.93,4,0.2
2024-01-16,East,Office Supplies,Envelopes,124.53,14.9,18,0.2
2024-10-10,West,Furniture,Tables,1354.99,69.01,2,0.2
2024-06-28,Central,Furniture,Chairs,1573.12,185.62,3,0.1
2024-04-29,South,Furniture,Sofas,1857.8,272.59,2,0.2
2024-09-06,South,Technology,Printers,1360.31,99.65,1,0.15
2024-03-10,Central,Furniture,Tables,1821.52,-100.7,1,0.3
2024-12-27,East,Furniture,Sofas,921.34,170.21,1,0.15
2024-12-16,East,Furniture,Tables,1400.77,320.58,2,0.05
2024-10-02,West,Furniture,Tables,1447.9,285.36,1,0.05
2024-09-28,West,Office Supplies,Binders,336.45,27.32,20,0.1
2024-04-19,East,Office Supplies,Scissors,382.98,19.66,16,0.2
2025-07-08,East,Technology,Accessories,987.9,221.05,4,0.2
2025-05-17,West,Furniture,Sofas,1235.55,75.16,3,0.05
2025-03-09,Central,Furniture,Chairs,1455.2,81.35,2,0.3
2024-06-27,Central,Office Supplies,Scissors,214.51,-31.63,11,0.25
2025-11-21,West,Technology,Phones,589.34,94.13,3,0.05
2024-08-30,South,Technology,Accessories,644.0,59.32,4,0.15
2025-12-18,South,Technology,Printers,527.5,40.21,2,0.2
2025-08-12,West,Office Supplies,Scissors,118.93,16.23,8,0.2
2025-01-25,West,Office Supplies,Scissors,72.58,9.75,1,0.05
2024-05-17,South,Technology,Accessories,488.81,34.12,1,0.15
2024-06-16,East,Office Supplies,Markers,198.47,39.48,4,0.15
2024-09-23,South,Technology,Accessories,614.59,73.88,4,0
2025-11-26,West,Furniture,Tables,2456.68,282.56,2,0.1
2025-06-06,Central,Furniture,Cabinets,2268.23,243.39,2,0.2
2025-10-08,West,Office Supplies,Scissors,325.97,57.45,11,0.15
2025-08-08,Central,Office Supplies,Paper,77.37,8.77,8,0.1
2024-10-25,South,Furniture,Cabinets,969.62,105.54,2,0.3
2025-01-06,Central,Technology,Laptops,398.25,77.88,1,0.05
2025-11-08,South,Furniture,Chairs,842.2,58.21,2,0
2025-04-29,East,Office Supplies,Labels,216.73,22.21,3,0
2024-06-08,East,Furniture,Cabinets,1049.68,-67.96,1,0.25
2025-10-03,West,Office Supplies,Envelopes,337.83,61.72,1,0
2024-11-29,Central,Technology,Accessories,890.54,10.5,2,0.25
2025-08-28,Central,Furniture,Cabinets,1499.27,167.82,3,0.2
2024-12-21,Central,Furniture,Tables,2089.89,257.38,2,0.1
2024-09-23,West,Technology,Phones,150.12,16.12,2,0.1
2025-07-01,East,Furniture,Cabinets,2388.61,123.79,2,0.1
2025-03-16,South,Furniture,Tables,2073.21,181.85,3,0.1
2025-07-28,Central,Technology,Laptops,370.41,-13.52,4,0.3
2024-09-26,East,Technology,Laptops,847.42,152.27,3,0.1
2025-06-28,South,Technology,Laptops,1302.2,140.53,2,0.05
2025-10-14,Central,Furniture,Cabinets,971.48,85.06,3,0.15
2024-01-20,West,Office Supplies,Envelopes,23.52,2.44,4,0.1
2025-03-24,East,Office Supplies,Paper,73.01,8.64,16,0.05
2024-11-15,Central,Technology,Printers,1090.86,72.05,1,0.1
2024-05-29,East,Technology,Printers,246.37,21.79,4,0.05
2024-09-13,Central,Office Supplies,Paper,390.22,79.7,8,0.15
2025-03-29,West,Furniture,Chairs,818.28,-99.68,3,0.3
2025-11-12,West,Technology,Printers,1069.95,87.44,3,0.1
2024-02-13,East,Technology,Printers,1012.0,230.23,2,0.1
2025-11-13,West,Office Supplies,Binders,258.67,21.59,11,0
2024-10-09,East,Technology,Laptops,162.06,33.5,1,0.2
2025-05-01,West,Technology,Phones,485.78,90.93,4,0
2024-12-12,East,Office Supplies,Markers,263.16,-31.0,18,0.3
2025-05-14,West,Technology,Accessories,1237.46,-113.98,4,0.25
2025-12-06,Central,Technology,Laptops,488.44,93.45,1,0.15
2025-07-26,South,Furniture,Cabinets,798.53,95.45,1,0.2
2025-04-24,South,Furniture,Tables,544.64,59.44,1,0.15
2024-09-26,South,Technology,Phones,1197.49,-112.97,4,0.25
2024-01-20,South,Furniture,Tables,1073.46,150.44,1,0.25
2025-01-31,West,Furniture,Cabinets,2008.04,214.11,1,0.2
2025-02-23,South,Office Supplies,Paper,216.43,46.97,3,0
2024-05-12,West,Office Supplies,Binders,56.22,3.17,7,0
2025-10-19,Central,Furniture,Cabinets,1504.22,152.21,3,0.2
2025-01-10,West,Furniture,Chairs,427.48,-1.1,1,0.25
2024-03-22,Central,Furniture,Chairs,1157.94,248.27,3,0.15
2025-12-26,East,Furniture,Sofas,1510.94,327.71,3,0
2024-03-20,West,Furniture,Chairs,612.57,77.84,1,0.2
2024-07-16,West,Furniture,Tables,1572.69,313.31,3,0.15
2025-10-15,South,Furniture,Cabinets,1875.36,156.33,2,0
2024-07-03,Central,Furniture,Sofas,1780.82,246.83,3,0.2
2024-12-26,South,Furniture,Sofas,2174.19,86.91,2,0.3
2024-11-27,West,Furniture,Tables,1187.63,-87.62,3,0.25
2025-04-08,Central,Technology,Phones,1130.52,60.21,3,0.2
2024-05-18,South,Office Supplies,Markers,393.99,-21.88,7,0.3
2025-12-07,South,Furniture,Tables,598.0,48.57,2,0.1
2024-09-28,South,Furniture,Tables,889.29,145.93,2,0
2025-08-05,West,Furniture,Chairs,1919.52,283.43,2,0.05
2025-12-07,East,Furniture,Sofas,478.48,31.43,3,0.15
2024-02-27,South,Technology,Printers,712.3,57.78,1,0.3
2025-10-30,East,Furniture,Cabinets,513.67,58.49,3,0
2025-08-01,West,Technology,Laptops,356.82,71.57,4,0.15
2025-08-12,East,Office Supplies,Labels,126.57,9.67,13,0.05
2024-03-25,Central,Furniture,Chairs,1551.12,201.19,2,0
2025-03-20,West,Office Supplies,Labels,230.33,41.56,16,0.15
2024-07-19,West,Office Supplies,Paper,117.51,21.97,14,0.1
2025-08-12,East,Office Supplies,Scissors,174.23,15.35,12,0.1
2024-12-18,East,Technology,Laptops,1483.33,117.43,4,0.2
2024-02-15,West,Office Supplies,Scissors,158.92,31.45,3,0
2024-09-05,West,Technology,Phones,613.42,85.89,1,0.1
2024-01-24,South,Office Supplies,Scissors,222.13,34.35,7,0.2
2024-09-21,Central,Furniture,Tables,1859.65,233.05,3,0
2025-11-10,East,Technology,Laptops,231.15,13.63,2,0.3
2024-10-04,East,Technology,Phones,239.91,25.34,3,0.25
2025-11-06,South,Office Supplies,Paper,127.61,31.39,13,0.05
2025-06-04,East,Technology,Printers,1320.14,118.52,1,0.05
2025-04-13,East,Office Supplies,Binders,370.07,54.77,10,0.1
2024-06-09,East,Technology,Accessories,629.76,156.94,3,0.05
2025-05-28,South,Office Supplies,Scissors,114.21,16.8,13,0.3
2025-07-22,South,Office Supplies,Binders,146.59,-15.95,13,0.25
2025-01-26,West,Technology,Laptops,923.41,214.18,4,0.1
2024-12-03,Central,Furniture,Tables,834.19,132.03,1,0.2
2024-07-26,West,Technology,Laptops,730.59,94.91,2,0.25
2024-06-10,South,Office Supplies,Envelopes,220.19,25.0,4,0.05
2024-05-29,East,Technology,Printers,1447.61,288.25,3,0.15
2025-10-14,South,Office Supplies,Binders,56.11,11.36,6,0
2025-09-18,South,Furniture,Tables,1652.36,-234.92,1,0.25
2024-03-22,Central,Office Supplies,Envelopes,340.76,15.29,16,0.25
2024-07-07,Central,Technology,Printers,335.64,18.95,2,0.05
2024-01-16,South,Technology,Laptops,1152.19,-102.12,2,0.3
2024-06-30,Central,Furniture,Cabinets,1844.51,249.95,2,0.05
2024-02-12,Central,Furniture,Sofas,1227.72,207.19,3,0.2
2025-06-21,East,Furniture,Chairs,1348.38,207.3,1,0.05
2025-02-09,East,Furniture,Cabinets,1483.87,130.54,3,0
2025-03-26,Central,Technology,Accessories,772.82,133.41,4,0.1
2024-02-25,West,Technology,Printers,272.1,55.98,1,0.05
2025-12-13,West,Technology,Printers,586.67,82.57,1,0.05
2025-12-30,West,Technology,Phones,487.61,34.12,2,0.25
2024-04-03,East,Furniture,Cabinets,1731.55,331.52,1,0.2
2025-06-07,West,Technology,Printers,209.27,34.13,2,0.1
2025-11-06,West,Office Supplies,Binders,83.86,9.36,2,0.15
2025-04-01,South,Furniture,Tables,646.86,32.8,1,0.05
2024-09-16,East,Technology,Printers,1304.8,295.59,1,0.2
2024-08-31,West,Furniture,Cabinets,1352.85,230.31,2,0
2024-01-07,West,Furniture,Sofas,1701.51,166.03,3,0.3
2024-02-20,West,Office Supplies,Paper,266.51,58.84,2,0.05
2025-11-14,South,Technology,Phones,216.19,17.79,4,0.05
2024-10-18,West,Technology,Accessories,1407.5,-84.75,1,0.3
2025-01-12,Central,Office Supplies,Labels,339.67,48.97,3,0.1
2024-05-04,South,Technology,Printers,858.27,52.9,2,0.2
2025-08-08,East,Technology,Accessories,726.52,112.67,3,0.1
2025-09-30,South,Office Supplies,Envelopes,231.61,9.16,17,0.25
2025-05-19,West,Furniture,Tables,1888.03,139.04,1,0
2025-04-21,East,Furniture,Tables,2079.09,122.87,2,0.15
2024-12-24,West,Office Supplies,Scissors,92.46,19.24,10,0.1
2024-11-11,South,Furniture,Sofas,2010.77,-100.57,1,0.25
2025-02-09,East,Office Supplies,Binders,142.25,-0.89,11,0.25
2025-04-30,East,Furniture,Tables,1411.14,322.32,3,0.15
2025-07-03,South,Technology,Printers,1402.52,8.87,1,0.3
2025-08-01,South,Furniture,Chairs,837.35,175.77,3,0.1
2024-12-28,East,Office Supplies,Markers,338.68,59.37,11,0.15
2024-06-18,Central,Office Supplies,Envelopes,59.99,6.44,10,0.25
2025-12-27,East,Technology,Printers,267.18,37.51,2,0.1
2024-11-05,West,Furniture,Sofas,767.53,-106.52,2,0.3
2024-07-25,East,Technology,Phones,1228.68,145.01,2,0.05
2025-05-10,South,Technology,Laptops,1188.8,172.0,1,0.3
2025-06-12,West,Office Supplies,Scissors,29.07,3.18,13,0.25
2024-04-28,East,Technology,Phones,1077.52,154.49,1,0.1
2024-02-17,East,Furniture,Sofas,447.21,52.61,2,0.25
2024-11-24,West,Office Supplies,Markers,121.51,-2.15,11,0.3
2024-04-30,South,Office Supplies,Binders,120.35,19.49,1,0.2
2024-04-14,West,Furniture,Sofas,1553.67,370.79,2,0.05
2024-10-17,West,Office Supplies,Paper,134.88,18.71,11,0.2
2024-05-13,East,Technology,Phones,293.0,39.64,1,0
2024-07-02,Central,Furniture,Sofas,1056.13,81.87,1,0.25
2025-06-30,East,Technology,Laptops,275.44,38.87,4,0
2025-12-01,Central,Technology,Laptops,1429.06,169.64,2,0.3
2024-09-21,South,Technology,Laptops,1094.48,118.46,3,0.3
2024-11-28,Central,Technology,Phones,238.24,34.72,1,0.1
2024-06-23,South,Technology,Laptops,835.73,53.72,4,0.3
2024-04-19,South,Furniture,Chairs,2064.1,268.67,3,0.15
2025-02-27,West,Furniture,Tables,1550.69,98.02,2,0.15
2024-08-01,Central,Technology,Accessories,885.11,161.55,2,0.05
2024-03-20,Central,Office Supplies,Envelopes,244.49,17.0,11,0.2
2025-03-31,West,Technology,Printers,243.97,22.99,1,0.25
2025-01-23,South,Technology,Phones,272.22,62.79,2,0.2
2025-10-13,East,Office Supplies,Scissors,72.45,9.27,18,0.1
2025-08-14,Central,Office Supplies,Binders,277.38,45.51,11,0.1
2025-11-26,South,Technology,Accessories,1486.89,367.68,1,0.2
2025-02-17,West,Technology,Phones,648.45,123.64,1,0
2025-01-02,East,Technology,Phones,467.58,-25.51,4,0.25
2025-01-26,Central,Technology,Printers,885.91,68.94,2,0.15
2025-07-22,Central,Technology,Printers,358.26,18.74,2,0.05
2025-10-25,East,Office Supplies,Scissors,355.68,23.81,14,0.05
2025-10-19,Central,Technology,Printers,991.39,133.66,4,0.2
2025-04-05,Central,Technology,Laptops,400.82,59.98,1,0.2
2024-08-30,South,Technology,Accessories,195.17,28.62,1,0.2
2025-01-12,East,Furniture,Cabinets,2419.65,474.34,1,0.05
2025-06-23,South,Technology,Phones,856.53,123.76,1,0.05
2025-11-10,East,Furniture,Sofas,1687.38,347.1,2,0.2
2025-04-25,Central,Furniture,Cabinets,1605.33,193.58,2,0.15
2024-10-28,South,Office Supplies,Paper,282.59,-16.61,20,0.25
2025-07-31,South,Office Supplies,Scissors,197.17,11.89,6,0.2
2024-10-25,East,Technology,Printers,261.39,22.25,1,0.3
2024-09-15,West,Furniture,Sofas,977.96,193.92,2,0
2025-09-10,West,Furniture,Tables,1784.23,-173.75,2,0.3
2025-12-18,West,Technology,Laptops,1229.15,303.37,1,0.1
2024-05-28,West,Technology,Printers,1190.0,-21.35,2,0.25
2025-10-14,West,Office Supplies,Envelopes,297.73,53.13,12,0
2024-04-28,East,Office Supplies,Labels,168.52,33.57,10,0.15
2025-06-29,West,Technology,Printers,790.7,177.16,2,0.2
2024-01-13,South,Technology,Printers,1065.97,248.95,1,0
2025-10-14,South,Technology,Accessories,602.21,-72.58,3,0.3
2025-11-01,Central,Technology,Laptops,1141.32,134.08,2,0.2
2025-12-07,West,Technology,Phones,1058.28,139.96,1,0
2025-06-21,East,Furniture,Cabinets,1138.18,114.25,3,0.1
2024-02-04,East,Furniture,Chairs,519.45,61.39,3,0.25
2024-08-10,East,Furniture,Chairs,581.41,72.79,3,0.05
2025-10-25,West,Office Supplies,Scissors,85.94,15.65,10,0.15
2024-03-18,Central,Technology,Printers,1084.5,89.36,3,0.1
2024-03-16,South,Office Supplies,Labels,164.61,39.69,2,0.1
2024-09-28,West,Technology,Phones,813.82,104.6,2,0.2
2025-10-22,Central,Office Supplies,Binders,223.14,38.56,14,0.05
2024-04-18,Central,Furniture,Sofas,616.9,101.34,1,0
2024-09-13,Central,Office Supplies,Labels,72.31,13.23,1,0
2024-09-29,West,Furniture,Sofas,2299.7,352.03,3,0
2025-05-17,Central,Technology,Printers,1289.47,122.72,1,0.2
2025-01-28,Central,Office Supplies,Envelopes,221.09,41.2,12,0.1
2025-02-14,East,Furniture,Chairs,1167.25,254.74,2,0
2024-10-23,West,Office Supplies,Envelopes,30.14,-2.79,13,0.25
2025-12-13,Central,Office Supplies,Scissors,280.2,63.62,16,0
2025-03-24,West,Office Supplies,Paper,89.34,13.21,19,0.05
2024-03-05,South,Technology,Printers,1454.88,171.47,1,0
2024-12-11,East,Technology,Phones,435.77,48.4,4,0.25
2025-07-03,West,Furniture,Tables,2342.11,-251.83,1,0.25
2025-10-31,East,Technology,Phones,477.62,40.33,2,0
2024-02-21,South,Office Supplies,Labels,250.32,53.46,19,0
2024-04-18,East,Technology,Laptops,235.2,27.63,2,0.15
2025-11-25,Central,Technology,Phones,1467.4,318.84,2,0.1
2024-08-06,East,Furniture,Tables,1104.56,86.43,1,0.1
2025-03-01,West,Furniture,Sofas,1562.16,367.32,2,0.05
2024-02-11,West,Office Supplies,Scissors,250.79,56.66,6,0
2024-03-23,East,Office Supplies,Binders,371.56,49.51,19,0.1
2025-05-02,West,Office Supplies,Binders,261.33,34.6,17,0.15
2024-06-27,East,Furniture,Tables,1906.12,334.41,3,0
2024-11-04,South,Technology,Phones,902.91,223.31,2,0
2024-04-07,South,Furniture,Tables,1374.85,-120.39,3,0.25
2024-02-24,West,Office Supplies,Binders,278.82,23.77,16,0.15
2025-11-17,East,Office Supplies,Scissors,155.21,15.56,7,0.15
2025-09-23,Central,Office Supplies,Paper,300.06,24.49,18,0.05
2024-01-30,Central,Furniture,Chairs,548.8,-9.08,1,0.25
2025-08-16,South,Technology,Laptops,1158.57,238.43,3,0.05
2024-11-29,West,Office Supplies,Binders,299.03,68.26,7,0.15
2024-03-16,Central,Furniture,Cabinets,514.11,47.93,2,0.05
2025-09-16,Central,Office Supplies,Labels,158.79,-14.57,15,0.25
2025-01-02,South,Office Supplies,Markers,63.98,6.79,19,0
2024-04-23,Central,Technology,Printers,381.12,86.62,3,0.05
2025-09-10,West,Furniture,Tables,1614.06,-130.88,3,0.3
2025-02-25,Central,Office Supplies,Envelopes,197.29,10.44,15,0.1
2025-03-14,West,Office Supplies,Markers,182.19,43.59,8,0.2
2025-08-10,East,Technology,Phones,204.08,16.45,4,0.25
2024-02-04,Central,Furniture,Cabinets,1406.47,-169.62,3,0.3
2025-05-22,West,Office Supplies,Envelopes,304.94,23.34,14,0.05
2024-10-29,West,Furniture,Chairs,433.45,35.7,3,0.1
2025-04-15,East,Technology,Printers,1191.98,247.9,4,0.05
2025-01-14,Central,Furniture,Chairs,2206.8,504.67,1,0.15
2024-12-06,East,Technology,Printers,1166.4,64.62,2,0.3
2025-09-27,South,Furniture,Chairs,1480.95,337.06,3,0.1
2024-04-23,Central,Technology,Printers,985.83,83.85,3,0.1
2025-07-26,East,Furniture,Tables,690.65,109.07,2,0.05
2025-10-26,Central,Furniture,Tables,1981.66,238.87,1,0.1
2024-09-30,Central,Technology,Phones,235.55,34.68,3,0.15
2025-06-23,East,Technology,Accessories,760.17,39.52,3,0.3
2025-12-10,East,Office Supplies,Labels,48.61,5.23,13,0.05
2024-03-19,East,Office Supplies,Markers,58.13,4.66,5,0.15
2024-07-28,East,Technology,Printers,1458.93,174.11,2,0.15
2025-03-30,East,Technology,Laptops,234.98,31.54,2,0.3
2025-10-22,South,Technology,Accessories,1035.28,174.62,3,0.15
2025-12-14,Central,Technology,Accessories,915.79,190.35,3,0.05
2024-08-20,Central,Technology,Accessories,1189.16,143.44,1,0.05
2025-04-11,West,Furniture,Tables,1894.81,463.55,2,0.05
2025-12-26,West,Office Supplies,Binders,60.01,4.52,11,0.2
2024-09-23,South,Office Supplies,Binders,231.56,-12.72,2,0.25
2024-12-18,West,Technology,Printers,878.82,96.94,2,0.2
2024-01-26,Central,Technology,Laptops,1429.52,72.7,3,0.05
2025-07-13,South,Furniture,Sofas,1395.21,201.2,2,0.3
2025-08-10,West,Furniture,Cabinets,1111.24,-7.01,1,0.25
2024-02-11,West,Furniture,Chairs,1046.97,228.42,2,0.2
2025-04-01,South,Office Supplies,Markers,36.19,5.62,7,0.2
2024-10-11,West,Office Supplies,Paper,222.29,11.44,15,0.25
2024-03-30,Central,Office Supplies,Labels,137.34,32.78,20,0.2
2025-11-13,South,Technology,Laptops,1116.55,142.05,4,0.1
2024-01-13,South,Technology,Accessories,565.92,10.36,4,0.3
2024-08-08,Central,Furniture,Cabinets,2087.74,440.79,2,0.05
2025-03-10,Central,Office Supplies,Envelopes,245.21,27.13,5,0.05
2025-06-21,South,Office Supplies,Envelopes,306.1,40.37,3,0
2024-10-06,Central,Office Supplies,Envelopes,192.92,24.01,19,0.3
2024-07-23,West,Technology,Accessories,897.72,87.86,1,0.3
2025-08-22,South,Technology,Printers,453.1,46.46,1,0.05
2025-10-17,Central,Office Supplies,Scissors,271.38,23.3,10,0.15
2025-12-05,West,Office Supplies,Paper,309.42,52.53,16,0
2025-01-05,Central,Furniture,Cabinets,2223.53,-15.98,3,0.25
2025-12-11,East,Technology,Phones,1291.13,79.67,2,0.2
2024-11-23,Central,Furniture,Tables,1150.51,140.63,1,0.1
2025-10-13,South,Office Supplies,Markers,127.29,11.3,3,0.2
2025-10-05,West,Office Supplies,Envelopes,304.76,68.42,18,0.1
2025-12-02,South,Technology,Accessories,279.38,-29.86,3,0.3
2024-05-20,South,Technology,Printers,706.19,66.08,2,0
2025-05-30,West,Office Supplies,Envelopes,251.17,2.42,17,0.3
2025-07-18,East,Technology,Printers,1386.64,-153.4,1,0.3
2024-01-18,Central,Technology,Accessories,1082.92,-18.86,2,0.3
2025-09-03,South,Office Supplies,Scissors,132.3,10.02,4,0.05
