Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
43,Research & Development,23,2,3,Male,3,1,4,4900,2,No,12,4,3,0,18,4,4,13,9,6,8,No
56,Sales,6,4,2,Male,4,3,3,15750,8,No,15,2,2,0,27,1,3,11,6,2,4,No
20,Research & Development,9,5,3,Male,3,4,2,8950,0,No,11,2,4,2,0,1,2,2,1,2,1,No
37,Research & Development,14,2,3,Female,4,2,2,9920,3,No,25,3,2,2,27,3,3,2,0,0,1,No
50,Sales,27,3,4,Male,3,1,4,7210,3,Yes,17,3,2,1,18,4,1,17,5,9,11,No
40,Research & Development,24,1,3,Male,2,1,3,5460,4,No,16,3,4,2,15,5,4,16,14,1,2,No
58,Sales,26,4,2,Female,2,5,3,13640,3,Yes,20,4,2,2,5,4,3,7,3,4,4,Yes
41,Research & Development,19,3,4,Male,3,3,2,13430,4,No,18,4,3,0,26,2,4,21,4,8,8,No
38,Human Resources,4,2,1,Male,2,2,3,11720,6,No,24,3,2,0,35,0,3,11,7,2,7,No
34,Research & Development,13,1,4,Female,3,3,2,12040,1,No,17,3,2,0,29,0,3,5,4,2,4,No
36,Research & Development,18,4,4,Male,3,2,4,8160,1,No,23,3,1,0,10,4,4,12,8,6,5,No
58,Research & Development,4,3,3,Female,3,2,3,10260,1,No,21,3,2,3,10,5,2,18,0,10,14,No
42,Human Resources,19,3,4,Male,3,3,1,12590,4,No,11,3,3,3,20,3,2,20,15,2,11,No
30,Research & Development,28,5,3,Female,2,2,3,7260,1,Yes,23,2,1,1,29,2,3,3,1,3,0,No
28,Sales,8,3,4,Male,1,3,4,14710,10,No,18,2,3,0,34,1,4,10,8,0,7,No
20,Research & Development,12,3,4,Female,3,3,1,11170,6,No,14,3,4,2,23,2,3,0,0,0,0,No
22,Sales,15,4,3,Male,2,2,2,6360,6,No,15,3,3,2,9,3,1,2,2,1,2,No
46,Sales,22,2,3,Female,2,2,2,10060,4,Yes,20,3,2,1,16,2,3,27,16,12,15,No
59,Human Resources,5,3,3,Male,3,5,3,17050,7,No,23,3,3,2,4,2,3,14,2,4,9,No
54,Research & Development,21,5,4,Female,3,2,2,6110,1,No,20,3,1,0,4,2,4,34,5,1,28,No
29,Sales,23,5,4,Male,3,1,4,1810,1,Yes,12,3,3,3,8,3,2,3,1,3,3,Yes
30,Research & Development,16,2,1,Male,3,1,2,4050,4,No,23,3,1,3,12,3,3,12,7,0,4,No
58,Sales,6,2,3,Male,3,2,3,9690,2,No,13,3,3,0,11,3,3,32,30,15,10,No
46,Human Resources,11,3,3,Male,3,3,2,16410,3,No,23,3,1,0,39,2,3,10,2,3,6,No
28,Sales,11,5,4,Female,3,3,2,10510,8,No,20,3,2,0,21,3,4,5,3,2,3,No
44,Research & Development,12,3,1,Male,2,4,2,17420,4,Yes,19,3,1,1,24,2,3,6,6,1,4,No
22,Sales,8,2,3,Female,3,5,4,18600,6,No,15,4,3,0,38,3,2,0,0,0,0,No
22,Research & Development,11,5,3,Female,4,3,3,13100,4,No,23,3,3,2,35,3,3,0,0,0,0,No
38,Human Resources,28,3,4,Female,2,2,2,7190,2,Yes,23,4,2,1,1,1,3,13,6,12,7,No
19,Research & Development,19,3,1,Male,3,3,2,10280,4,No,20,3,3,3,7,3,4,0,0,0,0,No
22,Sales,25,3,4,Male,4,5,1,20000,2,Yes,11,3,3,2,27,4,3,2,0,2,1,Yes
55,Human Resources,22,4,3,Female,2,4,4,15050,7,No,12,3,2,0,19,1,1,2,0,2,1,No
32,Sales,22,2,2,Male,2,5,2,18360,2,Yes,11,4,3,2,24,0,4,13,11,3,6,Yes
25,Sales,3,5,3,Male,3,1,2,4930,8,No,12,3,4,1,13,6,4,5,3,2,4,No
42,Sales,26,3,4,Male,3,2,1,10110,8,No,24,3,3,2,24,4,1,8,5,0,2,No
48,Sales,25,1,3,Male,3,2,3,9740,6,No,14,3,3,0,11,2,4,25,5,0,15,No
34,Research & Development,20,2,4,Male,4,1,4,5650,8,Yes,12,3,3,1,10,1,3,7,1,6,1,No
46,Human Resources,5,4,4,Male,3,4,2,17590,2,No,13,4,3,0,31,3,4,6,1,1,4,No
23,Sales,24,1,3,Female,2,1,1,8780,4,No,21,4,3,1,36,6,3,1,1,1,1,No
42,Research & Development,21,1,2,Male,2,1,3,10360,1,No,18,3,3,0,36,2,4,14,9,4,8,No
50,Sales,11,2,4,Male,4,2,3,11360,4,No,24,3,3,0,23,2,1,8,1,3,7,No
37,Human Resources,15,3,4,Male,4,2,2,7190,8,No,19,3,4,0,1,1,4,16,4,1,11,No
51,Human Resources,6,3,1,Male,3,3,4,13560,5,Yes,17,4,3,3,17,0,4,25,9,12,16,Yes
18,Human Resources,3,2,3,Male,4,3,4,10270,0,No,20,2,4,2,15,2,2,0,0,0,0,No
22,Research & Development,8,5,2,Female,2,3,4,9860,1,No,15,3,4,0,7,3,3,4,3,1,3,No
39,Sales,29,2,4,Male,4,1,2,3800,4,No,24,3,4,2,14,3,2,19,19,11,7,No
45,Research & Development,14,1,1,Female,4,3,4,8440,4,No,21,3,2,0,0,1,4,7,7,3,6,No
56,Research & Development,27,3,3,Female,3,1,1,9530,6,No,16,2,1,3,15,2,3,38,26,12,2,No
47,Research & Development,19,4,1,Male,4,3,2,12080,7,Yes,24,3,3,0,18,5,4,23,14,8,11,No
21,Sales,11,3,4,Male,3,1,3,6300,3,No,25,3,2,2,31,4,3,1,1,1,0,No
38,Research & Development,20,3,2,Male,2,3,2,10190,6,No,20,3,4,0,7,1,3,16,9,5,12,Yes
43,Research & Development,28,2,3,Male,3,5,1,16030,9,No,11,4,2,1,5,2,3,1,0,0,1,No
32,Research & Development,8,4,3,Female,2,2,4,7100,6,No,22,3,3,3,12,2,4,9,6,9,6,No
45,Research & Development,12,3,4,Male,3,1,3,6180,2,No,23,3,4,1,6,6,4,16,15,10,3,No
40,Sales,23,4,4,Female,2,2,4,5660,3,No,12,3,1,3,1,3,3,1,1,1,0,No
19,Research & Development,23,3,3,Female,2,2,3,9460,2,No,20,3,2,2,32,5,2,1,0,0,1,No
57,Human Resources,3,3,3,Female,2,3,3,10660,1,Yes,18,3,3,0,5,1,3,24,13,12,22,Yes
45,Sales,29,2,1,Male,2,2,3,7640,0,No,19,2,2,3,3,6,2,11,1,2,0,Yes
37,Sales,1,4,3,Male,2,1,3,4570,3,No,23,4,1,2,9,3,3,14,11,13,14,No
20,Sales,18,4,4,Male,4,5,1,17290,5,No,21,2,1,0,9,7,4,1,1,1,0,No
41,Sales,5,2,4,Male,3,2,4,7480,8,No,21,4,3,2,6,4,2,20,10,12,17,No
58,Sales,14,3,2,Male,3,2,2,8230,2,No,25,3,2,2,3,3,1,5,2,4,5,No
38,Sales,24,1,1,Female,3,2,3,10620,6,No,25,3,3,2,32,2,3,6,0,3,1,No
54,Research & Development,21,3,1,Male,4,1,2,8290,7,No,20,4,2,0,24,4,3,25,1,4,4,No
45,Research & Development,22,3,4,Female,2,4,3,13710,2,No,22,3,3,0,12,4,3,19,0,12,1,No
25,Sales,4,2,4,Male,3,1,3,7630,9,No,19,3,2,0,36,2,4,6,6,1,0,No
51,Sales,2,3,1,Male,4,1,3,6770,6,Yes,11,3,3,0,38,4,3,32,12,6,20,No
29,Human Resources,12,3,4,Male,3,5,3,18830,1,No,13,3,3,0,28,1,3,8,4,8,2,No
25,Sales,22,1,3,Male,3,3,2,7820,0,No,11,3,1,0,3,4,4,1,0,0,0,No
36,Research & Development,22,3,3,Female,3,3,2,9900,10,No,16,4,2,1,23,2,3,5,3,2,1,No
37,Research & Development,5,1,3,Female,4,5,1,19790,4,Yes,17,3,4,1,28,2,3,11,5,5,10,No
54,Research & Development,7,5,3,Female,3,2,4,12310,6,No,16,3,3,1,34,3,3,26,1,6,6,No
42,Sales,17,3,4,Male,2,3,1,12910,10,No,20,3,3,1,12,1,3,7,2,7,5,No
24,Human Resources,26,1,1,Female,4,2,1,5140,8,No,22,3,4,0,4,2,4,4,3,3,2,Yes
53,Sales,6,5,2,Male,3,3,1,10090,3,No,25,4,3,3,7,3,2,28,3,1,4,Yes
41,Sales,15,3,2,Female,4,5,3,18370,7,No,22,4,1,0,19,3,4,3,1,2,2,No
40,Research & Development,20,5,3,Female,3,5,2,17190,1,No,17,4,4,0,20,5,2,7,4,4,7,No
23,Research & Development,11,3,1,Female,3,3,1,12600,2,No,16,3,1,2,24,2,4,3,3,2,1,No
49,Research & Development,10,2,4,Female,2,3,2,11730,3,Yes,22,3,4,0,4,1,2,15,2,2,0,No
27,Research & Development,19,3,4,Male,4,3,1,9960,1,No,14,3,3,0,5,3,2,6,6,5,1,Yes
38,Sales,21,3,3,Male,4,3,1,10770,2,No,22,3,1,0,0,1,4,8,2,8,3,Yes
32,Research & Development,6,3,4,Male,3,3,2,13150,1,No,18,3,1,3,16,2,2,0,0,0,0,No
57,Research & Development,25,4,1,Female,3,1,3,1770,0,No,16,4,2,2,4,3,4,20,14,11,15,No
30,Human Resources,8,3,1,Male,3,2,4,7290,6,No,23,3,4,1,9,3,3,0,0,0,0,No
58,Human Resources,5,3,1,Female,3,1,3,2280,1,Yes,18,3,2,0,1,3,2,35,17,7,12,Yes
49,Human Resources,22,1,4,Male,3,2,2,8640,1,No,12,3,3,0,19,3,3,19,19,13,19,No
39,Research & Development,24,3,3,Male,3,2,1,9570,2,Yes,22,4,3,3,20,3,4,15,8,10,10,No
32,Research & Development,23,3,2,Female,3,2,1,10690,3,Yes,17,3,3,0,31,3,4,11,4,1,7,No
35,Research & Development,23,2,4,Male,2,3,2,12270,6,No,15,2,2,0,20,3,3,6,4,4,0,No
36,Research & Development,8,4,3,Female,1,2,1,4980,0,No,12,3,1,1,9,2,3,5,4,3,2,No
30,Research & Development,23,3,2,Male,3,1,1,2860,2,No,24,2,4,0,1,3,3,6,1,2,4,No
20,Research & Development,29,3,3,Female,3,5,1,15670,0,Yes,17,3,1,0,22,2,3,0,0,0,0,No
59,Research & Development,26,3,2,Female,4,2,1,6790,8,Yes,23,3,3,1,3,3,3,30,1,1,7,No
38,Research & Development,13,4,3,Male,3,2,3,12770,5,No,25,2,3,0,37,3,3,2,2,1,2,No
27,Sales,18,1,3,Female,2,2,2,10810,6,No,20,3,2,3,25,1,3,0,0,0,0,No
25,Sales,2,3,1,Female,2,3,3,12230,2,No,15,3,3,0,29,1,3,4,1,4,0,Yes
39,Research & Development,7,3,3,Female,3,2,3,8090,8,No,20,3,4,2,15,1,2,0,0,0,0,No
46,Sales,13,4,4,Male,3,3,4,9970,5,No,25,3,3,0,2,4,3,8,7,3,1,No
19,Human Resources,29,5,3,Male,2,1,4,4290,4,No,17,3,3,1,9,2,3,1,0,0,1,No
20,Research & Development,22,1,4,Male,2,2,4,4420,0,Yes,18,4,2,1,0,7,1,2,1,2,2,No
21,Research & Development,10,3,3,Male,3,1,3,5460,2,No,23,2,3,0,11,3,3,2,1,0,2,No
23,Human Resources,20,2,1,Female,3,2,3,5380,5,No,24,3,4,3,9,3,3,5,1,4,1,No
43,Research & Development,3,4,4,Female,3,2,3,9290,1,No,21,4,3,2,21,3,3,25,11,12,16,No
24,Research & Development,8,3,3,Female,4,1,1,4300,6,No,12,2,2,0,19,2,3,6,1,4,5,No
19,Sales,1,2,2,Female,3,1,2,4100,0,No,11,3,1,1,21,2,3,1,1,0,1,No
42,Research & Development,25,3,1,Female,3,2,4,10260,3,Yes,22,2,3,3,30,2,2,7,1,7,6,No
48,Research & Development,2,2,3,Female,3,3,1,9390,5,No,21,3,1,1,4,3,3,22,18,12,17,No
29,Research & Development,29,3,4,Male,3,2,3,6670,9,Yes,20,3,2,0,11,4,1,2,0,1,2,No
46,Sales,26,4,4,Male,2,3,4,14650,4,No,11,3,3,0,33,4,3,17,3,13,15,No
34,Sales,29,5,2,Male,4,4,4,19450,1,Yes,17,3,3,1,34,2,3,2,2,0,2,Yes
30,Sales,5,2,3,Male,3,2,1,8240,3,Yes,18,3,2,2,20,5,4,12,3,3,10,Yes
58,Research & Development,18,4,1,Female,4,1,3,7250,3,No,11,2,2,1,26,4,3,14,13,4,6,No
38,Sales,25,3,2,Female,3,2,4,9060,1,No,15,3,4,1,26,3,4,5,1,4,4,No
53,Research & Development,3,4,4,Female,1,2,2,8940,4,No,16,3,4,1,19,4,3,31,24,4,30,No
39,Research & Development,18,3,3,Male,2,2,2,9570,3,No,15,4,4,1,22,6,2,10,8,10,6,No
26,Research & Development,26,4,2,Female,3,2,2,8780,6,No,16,3,3,3,15,2,4,5,1,5,3,No
35,Research & Development,19,3,2,Male,2,1,2,8970,3,No,15,2,4,0,31,3,4,8,8,6,3,No
48,Research & Development,14,3,1,Male,3,4,1,17660,6,Yes,16,3,2,2,27,2,4,18,1,0,3,No
36,Research & Development,14,2,2,Female,3,5,2,19120,1,Yes,20,3,4,0,24,2,3,5,0,4,5,No
44,Sales,8,2,3,Female,4,2,1,7790,4,No,22,3,4,1,14,1,2,22,14,14,4,No
42,Human Resources,1,3,2,Female,3,3,3,11510,2,No,23,3,4,1,23,1,2,22,21,12,5,No
36,Sales,29,2,3,Male,1,5,2,20000,5,No,17,3,3,0,24,0,3,14,14,6,1,No
41,Sales,9,3,2,Female,3,3,4,10620,6,No,18,3,4,0,10,1,3,1,1,0,1,No
29,Human Resources,8,3,2,Male,4,3,3,14430,6,No,12,3,3,0,30,5,4,3,0,1,0,No
29,Sales,18,2,3,Female,3,1,4,2870,1,Yes,18,3,4,1,1,3,4,6,1,1,0,No
54,Research & Development,26,2,2,Male,2,1,3,8920,5,Yes,16,3,1,1,31,3,3,34,25,14,33,No
43,Research & Development,25,2,4,Male,4,1,1,5320,0,No,14,3,1,3,24,2,3,10,7,3,0,No
26,Human Resources,21,4,2,Male,4,4,2,13340,2,No,16,3,2,0,3,2,2,1,1,1,0,No
59,Sales,28,3,3,Male,3,2,4,8670,7,No,19,3,2,3,10,0,2,35,17,1,1,Yes
57,Research & Development,15,2,2,Male,4,3,4,17200,5,No,22,3,3,1,36,3,4,9,6,5,7,No
27,Sales,25,5,1,Male,3,1,2,5830,9,Yes,24,3,3,2,9,2,3,3,0,0,1,No
28,Sales,22,3,1,Male,4,3,4,12860,6,No,20,3,3,3,21,3,3,2,2,2,2,No
56,Sales,25,4,2,Male,3,2,3,10550,3,No,25,3,4,0,16,1,2,14,13,12,3,No
52,Sales,17,3,3,Male,3,1,1,7310,3,No,16,2,2,3,27,2,3,26,15,0,10,No
49,Sales,13,3,3,Female,2,3,1,9720,1,No,11,3,1,0,0,1,3,5,5,5,1,No
41,Human Resources,22,3,4,Male,3,1,4,4900,2,Yes,20,3,4,1,12,4,4,15,3,8,9,No
57,Sales,10,2,3,Female,2,3,3,10370,3,Yes,21,3,3,0,10,3,4,22,16,9,9,No
37,Sales,22,2,2,Male,2,1,3,5050,0,Yes,25,3,2,0,21,3,3,15,13,13,3,No
53,Human Resources,24,3,4,Male,3,1,1,5910,1,Yes,13,2,4,0,11,4,3,25,25,10,14,No
54,Research & Development,28,3,1,Female,4,2,2,6850,10,Yes,16,4,2,1,17,5,4,26,1,0,20,No
41,Research & Development,11,1,3,Female,3,1,2,6440,4,No,11,3,3,3,37,3,3,13,12,11,12,No
47,Research & Development,2,2,1,Male,4,1,4,9670,2,No,14,4,3,3,37,2,3,28,20,1,26,No
43,Research & Development,9,1,2,Male,4,1,1,10630,0,Yes,21,3,3,3,26,0,4,23,20,9,19,Yes
36,Research & Development,25,2,2,Female,3,2,3,6860,1,No,17,2,3,3,1,1,4,8,2,4,4,No
28,Research & Development,12,1,4,Male,3,2,1,9800,10,No,19,3,1,0,17,5,2,7,5,1,7,No
23,Sales,12,2,4,Male,2,1,4,5220,6,No,16,2,1,0,10,3,3,1,1,1,0,No
45,Research & Development,4,4,4,Male,2,3,2,15850,4,No,25,4,3,2,31,3,3,10,10,5,3,Yes
41,Sales,21,2,3,Male,3,2,1,12200,0,No,23,3,3,1,35,7,4,10,1,9,0,No
37,Sales,18,4,2,Female,2,2,4,9430,1,Yes,22,3,2,0,26,6,4,11,1,7,4,No
23,Sales,28,2,3,Male,2,1,4,3420,5,No,25,2,3,1,5,2,3,4,4,0,4,No
37,Research & Development,18,3,1,Male,4,2,4,12600,0,No,19,3,2,0,37,0,4,1,1,1,1,No
33,Human Resources,3,2,2,Female,3,1,4,7720,3,No,14,2,3,2,32,2,3,8,3,7,8,No
42,Sales,7,4,2,Male,4,2,3,11800,1,No,15,4,3,0,38,3,4,12,9,3,11,No
33,Research & Development,5,4,2,Male,1,1,2,2350,9,Yes,13,2,1,0,7,4,1,3,2,1,3,Yes
25,Research & Development,28,3,4,Male,3,2,3,7680,6,Yes,17,3,2,2,15,3,4,6,0,2,0,No
47,Sales,17,2,3,Female,2,2,2,8100,0,No,13,3,3,0,14,2,3,8,7,6,4,No
26,Research & Development,1,4,3,Male,4,3,3,14830,1,Yes,20,3,2,0,33,4,4,0,0,0,0,No
33,Sales,25,5,4,Female,3,5,4,19580,4,No,22,1,4,0,35,2,3,15,6,5,3,No
34,Research & Development,23,4,3,Female,3,5,3,18140,2,No,19,3,4,0,21,2,4,10,7,3,6,No
44,Sales,28,1,3,Male,3,1,4,3410,3,No,20,3,2,0,2,2,4,13,1,4,10,No
23,Human Resources,11,5,3,Male,2,3,3,7970,8,Yes,12,3,2,0,0,5,3,1,1,1,0,No
40,Sales,12,4,3,Male,3,5,3,17630,4,Yes,21,3,2,0,11,1,3,4,2,3,0,No
20,Research & Development,4,4,3,Male,3,3,4,10620,3,No,23,3,2,0,10,2,3,2,1,0,0,No
28,Research & Development,9,4,3,Female,3,4,3,17430,9,No,15,3,3,2,38,3,3,7,6,2,7,No
19,Research & Development,7,3,2,Male,4,4,1,14130,5,No,19,3,3,3,7,3,3,0,0,0,0,No
21,Sales,17,4,3,Male,3,1,3,9530,0,Yes,12,3,4,0,31,4,3,1,0,0,1,No
23,Research & Development,24,4,3,Female,4,2,1,4810,0,Yes,12,3,1,2,1,1,2,5,5,4,0,No
52,Research & Development,21,3,4,Female,3,3,4,10480,2,No,18,3,3,0,18,2,2,9,9,9,8,No
22,Research & Development,5,2,4,Male,3,2,2,6530,3,No,22,2,1,2,15,2,3,0,0,0,0,No
33,Research & Development,14,2,2,Male,3,3,2,13880,6,No,19,3,1,2,30,1,3,13,9,13,9,No
19,Sales,25,3,3,Female,4,1,1,2790,1,Yes,21,2,3,2,7,4,4,0,0,0,0,No
48,Research & Development,16,4,2,Male,3,1,3,3030,2,Yes,13,3,2,1,18,3,3,20,9,13,9,Yes
26,Human Resources,12,4,4,Male,2,5,2,17270,3,Yes,23,3,4,1,10,2,4,4,0,1,3,Yes
36,Research & Development,7,5,4,Male,2,2,2,7970,2,No,19,3,4,1,1,4,4,11,3,8,11,No
35,Research & Development,11,4,1,Female,3,3,2,9750,2,No,20,4,2,0,13,2,4,11,3,8,4,No
27,Sales,26,2,1,Male,3,3,3,12640,3,No,24,3,3,1,12,3,2,5,1,0,3,Yes
23,Sales,25,3,3,Female,3,2,2,6820,3,No,20,3,4,3,0,5,3,0,0,0,0,Yes
56,Sales,17,5,2,Male,3,3,2,11200,2,No,25,2,3,1,0,4,3,25,11,11,4,Yes
22,Sales,26,2,3,Female,2,2,2,8020,2,No,14,3,3,2,26,1,4,1,0,0,0,No
20,Sales,23,4,3,Male,3,5,1,19920,2,Yes,12,3,2,3,27,2,4,0,0,0,0,No
19,Research & Development,2,5,4,Male,4,2,2,6620,4,No,23,3,3,2,4,2,4,0,0,0,0,No
50,Research & Development,18,2,3,Male,4,2,3,9310,7,No,23,4,4,0,2,1,3,0,0,0,0,No
48,Sales,28,3,3,Female,2,1,2,3410,2,No,12,2,3,1,1,3,1,11,9,9,11,Yes
46,Sales,9,3,2,Female,3,3,3,13200,5,No,25,3,4,0,35,3,4,23,23,14,2,No
41,Sales,19,3,4,Male,3,1,1,1920,3,No,17,3,4,0,11,4,2,7,4,2,6,Yes
19,Research & Development,18,3,2,Male,3,5,1,19340,3,No,24,3,4,2,33,3,3,1,0,0,0,No
18,Sales,29,2,3,Female,4,4,3,12850,3,Yes,23,3,4,1,22,3,2,0,0,0,0,No
31,Research & Development,1,3,4,Male,4,4,3,13790,6,No,24,3,4,0,12,4,3,2,0,2,1,No
20,Research & Development,28,1,4,Male,2,1,4,8460,3,No,24,4,1,0,24,3,2,2,0,2,1,Yes
51,Sales,2,3,2,Male,3,4,2,17070,3,No,15,3,3,3,28,3,3,3,2,1,2,Yes
46,Research & Development,20,2,2,Female,3,1,2,1070,7,No,13,3,2,1,5,3,3,20,15,12,1,Yes
19,Research & Development,13,5,3,Male,4,1,2,3060,0,Yes,19,4,2,3,12,2,4,0,0,0,0,No
31,Research & Development,28,5,4,Female,2,1,2,4380,1,No,14,3,4,0,29,3,3,5,3,0,1,No
55,Sales,2,4,2,Male,1,4,2,18470,0,No,12,3,2,0,28,2,3,6,3,3,4,No
49,Human Resources,22,3,4,Male,4,3,4,13020,7,No,23,3,1,0,33,5,3,21,15,14,7,No
25,Research & Development,28,3,3,Female,3,2,3,10300,3,No,17,3,3,1,27,2,4,1,1,1,0,No
43,Research & Development,17,4,1,Female,3,1,3,7100,0,No,19,3,3,0,10,1,3,21,11,0,10,No
27,Research & Development,24,1,3,Female,2,3,2,10660,2,No,13,3,1,1,17,2,3,8,4,8,0,Yes
39,Human Resources,26,1,3,Female,3,2,4,9930,4,No,16,3,2,0,38,2,4,16,2,2,9,No
20,Research & Development,23,3,1,Female,2,2,2,9740,3,No,21,4,2,3,28,2,4,2,0,2,2,No
52,Research & Development,16,3,1,Female,4,2,3,5730,1,No,21,3,3,1,2,4,3,33,0,12,11,Yes
19,Sales,22,4,2,Female,3,3,3,10590,4,Yes,18,2,2,1,21,4,3,0,0,0,0,No
40,Sales,27,4,2,Female,3,1,3,4370,4,Yes,13,3,4,3,12,3,4,18,3,10,12,No
39,Sales,24,5,3,Female,3,1,3,7930,2,No,16,3,2,1,23,1,4,16,3,12,11,No
51,Research & Development,9,5,4,Male,1,2,2,8050,5,No,18,3,2,1,7,4,4,4,0,3,4,No
33,Sales,9,4,1,Male,3,1,2,9690,0,No,18,3,2,0,39,4,4,15,3,7,13,No
57,Sales,9,5,1,Female,4,2,3,7170,0,No,11,3,3,1,7,3,3,35,3,4,30,No
40,Research & Development,13,2,1,Male,4,4,2,17790,0,No,16,3,3,2,28,3,3,5,1,3,5,No
35,Human Resources,18,3,3,Male,3,4,3,15080,6,No,25,3,2,1,7,5,4,13,5,0,2,No
41,Research & Development,21,2,3,Male,4,1,4,1000,7,No,21,3,4,0,0,2,3,16,6,13,5,No
51,Sales,17,3,2,Female,3,1,4,7690,5,No,16,3,4,2,18,3,2,0,0,0,0,No
36,Human Resources,7,5,1,Male,4,3,4,6400,0,Yes,19,3,2,1,0,3,3,1,1,0,0,Yes
28,Sales,7,4,3,Male,2,2,3,9880,0,No,17,3,4,1,20,2,4,8,4,7,2,Yes
23,Sales,17,4,4,Female,3,3,2,13980,0,Yes,25,3,3,3,30,1,3,1,0,1,0,No
29,Research & Development,27,5,2,Male,3,3,3,15900,5,No,25,4,3,2,37,1,3,8,8,2,3,No
54,Sales,28,4,2,Male,3,2,2,11030,4,No,23,4,2,2,18,2,1,21,8,8,18,No
25,Research & Development,6,4,3,Female,3,1,3,9960,3,Yes,20,3,3,1,33,5,4,3,3,2,1,No
19,Sales,26,3,4,Male,3,3,3,12860,0,Yes,22,2,1,2,31,3,4,1,1,1,0,No
41,Research & Development,22,3,2,Female,3,1,4,4500,5,No,12,3,2,0,19,2,3,2,2,2,1,No
54,Human Resources,29,5,1,Female,3,1,4,5940,8,No,25,3,1,0,17,3,4,12,0,9,3,Yes
48,Research & Development,3,2,3,Male,4,1,1,7860,1,Yes,23,3,1,2,29,2,4,4,0,0,4,Yes
26,Research & Development,6,1,3,Male,2,2,3,7280,3,No,19,3,4,2,13,0,3,6,3,2,1,Yes
59,Sales,29,3,2,Male,2,3,1,13250,0,Yes,15,3,3,1,21,4,3,20,4,4,19,No
41,Sales,12,4,4,Male,3,3,4,14600,1,No,15,3,2,2,31,4,4,7,7,1,2,No
53,Human Resources,11,3,2,Female,2,4,2,12410,0,No,18,2,2,1,3,2,3,10,7,3,8,No
23,Research & Development,14,3,3,Male,2,4,3,12790,8,Yes,12,3,4,0,0,2,4,2,0,0,0,Yes
43,Sales,16,3,4,Male,3,3,3,11630,2,No,17,3,2,0,11,5,3,3,1,2,3,No
50,Sales,4,1,1,Female,3,3,1,14100,2,No,20,2,2,1,34,0,2,23,14,3,4,Yes
39,Research & Development,23,1,1,Male,3,1,1,8150,5,No,12,4,4,0,33,5,3,6,6,3,1,No
52,Sales,28,3,2,Male,3,2,1,8230,1,Yes,17,3,3,3,12,3,2,28,8,13,28,Yes
40,Sales,19,1,2,Male,4,1,1,3360,1,No,12,2,4,1,1,4,4,1,1,1,1,No
33,Sales,18,4,3,Female,3,3,3,11310,5,No,23,3,3,2,20,4,1,1,1,1,1,No
58,Human Resources,8,3,2,Male,3,4,2,16310,3,No,14,3,3,0,13,3,4,31,30,8,15,No
50,Sales,22,3,2,Male,2,3,4,9230,0,No,12,3,4,2,8,0,3,32,29,5,6,No
19,Research & Development,21,4,3,Male,4,5,4,20000,6,Yes,18,3,4,1,38,3,4,1,0,0,0,No
36,Research & Development,22,3,4,Female,4,5,4,17420,2,Yes,25,3,3,3,22,3,4,7,7,5,7,Yes
19,Sales,9,3,3,Male,3,4,1,13320,1,No,19,3,3,2,5,5,3,1,1,0,1,No
48,Sales,22,3,2,Male,2,1,4,8450,0,No,16,2,3,1,35,3,2,9,8,8,3,No
47,Sales,19,4,4,Female,3,2,1,10320,4,No,18,3,4,0,34,2,3,19,13,0,8,No
39,Sales,4,3,2,Female,3,1,3,4710,2,No,13,1,4,3,14,2,3,16,7,1,13,No
27,Sales,25,3,3,Male,1,4,1,14790,0,No,12,2,4,3,15,2,4,9,2,3,6,No
29,Sales,8,1,2,Male,2,2,4,8610,0,Yes,24,4,2,0,9,2,3,6,2,5,0,Yes
19,Sales,26,3,3,Male,3,2,4,11320,5,No,18,2,2,1,34,3,3,0,0,0,0,No
44,Research & Development,17,4,1,Male,3,1,2,4890,2,Yes,25,3,3,1,15,3,3,22,19,14,9,No
23,Research & Development,11,2,2,Male,3,1,3,4840,5,No,12,2,3,1,23,2,4,5,0,2,0,No
56,Sales,18,4,3,Male,3,1,4,7520,4,Yes,15,3,2,1,24,3,1,38,36,9,8,No
29,Research & Development,2,2,2,Male,4,3,3,11670,3,No,18,3,1,2,16,1,4,4,2,3,2,No
37,Research & Development,25,2,2,Female,4,1,1,3160,6,No,21,3,4,2,11,4,3,9,0,1,6,No
32,Research & Development,2,1,4,Male,4,1,1,8110,1,No,11,3,4,1,30,2,2,5,4,0,3,No
41,Sales,28,3,4,Male,3,2,1,10690,5,No,13,1,3,1,25,3,3,17,4,6,2,No
40,Human Resources,15,5,4,Female,2,1,3,3900,6,No,16,3,3,0,7,5,2,16,8,7,15,No
52,Sales,2,3,2,Female,2,5,4,19150,1,Yes,15,3,3,0,20,4,3,17,1,1,13,No
59,Sales,15,2,1,Male,4,1,4,9030,1,No,23,3,4,1,31,3,3,5,3,3,3,No
28,Research & Development,16,2,2,Female,3,3,4,10640,7,No,22,1,3,2,4,3,3,3,0,2,2,No
56,Sales,26,5,2,Male,4,2,4,7200,2,Yes,15,3,1,3,6,3,4,25,14,15,16,No
